FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,PATHWAY_TYPE,REACTOME,PUBCHEM_PATHWAY_ID,PATHBANK,PANTHER,BIOCYC,WIKIPATHWAYS,SMPDB,PATHWAY_INTERACTION_DATABASE,KEGG,PLANT_REACTOME,PLANTCYC,PATHWAY_COMMON,PANTHER_PATHWAY,CHEMFONT,PHARMGKB,LIPID_MAPS,BIOCARTA,NETPATH
2276,lactate biosynthetic process,biological_process,GO:0019249,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2277,lactate dehydrogenase activity,molecular_function,GO:0004457,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2278,lactate transport,biological_process,GO:0015727,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2279,lactation,biological_process,GO:0007595,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2280,lactic acid secretion,biological_process,GO:0046722,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2281,lactose binding,molecular_function,GO:0030395,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2282,lamellipodium assembly,biological_process,GO:0030032,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2283,lanosterol synthase activity,molecular_function,GO:0000250,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2284,large intestinal transit,biological_process,GO:0120056,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2285,large-scale state transition,biological_process,,Unknown,C4054667,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2286,larval development,biological_process,GO:0002164,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2287,latency-replication decision,biological_process,GO:0098689,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2288,lateral root formation,biological_process,GO:0010311,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2289,ldl pathway,molecular_function,,Unknown,C1517685,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2290,leaching,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0181314,,,,
2291,lectin activity,molecular_function,,Unknown,C1148592,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2292,left ventricle remodeling,biological_process,,Unknown,C0600520,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2293,left ventricular function,biological_process,,Unknown,C0080310,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2294,leishmania infection,biological_process,,Unknown,,Unknown,biological_process,R-PFA-9658195| R-HSA-9658195,1360370| 1360390| 1360413| 1360426| 1360450| 1360470| 1360492| 1360514| 1360532| 1360552| 1360573| 1360585| 1360609| 1360643| 1360667,,,,,,,,,,,,,,,,
2295,leishmaniasis,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05140,,,,,,,,,
2296,leptin,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_84971651a14b9323250908c43d04c32b,,,,,,
2297,leptin signaling pathway,biological_process,,Unknown,,Unknown,biological_process,,39568| 39679,,,,WP2034,,,,,,,,,,,,
2298,leucine transport,biological_process,GO:0015820,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2299,leucyl aminopeptidase activity,molecular_function,GO:0004178,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2300,leukocyte cell-cell adhesion,biological_process,GO:0007159,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2301,leukocyte chemotaxis,biological_process,GO:0030595,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2302,leukocyte homing,biological_process,,Unknown,C1328922,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2303,leukocyte mediated immunity,biological_process,GO:0002443,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2304,leukocyte migration,biological_process,GO:0050900,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2305,leukocyte proliferation,biological_process,GO:0070661,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2306,leukocyte rolling,biological_process,,Unknown,C1136143,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2307,leukocyte transendothelial migration,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04670,,,,,,,,,
2308,leukotriene b4 biosynthetic process,biological_process,GO:0097251,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2309,leukotriene biosynthetic process,biological_process,GO:0019370,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2310,leukotriene production,biological_process,,Unknown,C1517826,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2311,leukotriene receptor antagonists [moa],molecular_function,,Unknown,C2757015,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2312,leukotriene receptor binding,molecular_function,GO:0031774,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2313,leukotriene receptors,biological_process,,Unknown,,Unknown,biological_process,R-GGA-391906| R-HSA-391906,11436| 1181209| 1181930| 14034| 16689| 19762| 20678| 2251| 23151| 4255| 5373| 9936,,,,,,,,,,,,,,,,
2314,leukotriene-a4 hydrolase activity,molecular_function,GO:0004463,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2315,lh secretion,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_8eef81160dd5b0a1d64add3639775fb2,,,,,,
2316,ligand binding,biological_process|molecular_function,,Unknown,C1517880,molecular_function,biological_process,,40208,,,,,,Ligand binding,,,,Pathway_da3d8b95428ca659a4157c2513fbd22a,,,,,,
2317,ligand-gated sodium channel activity,molecular_function,GO:0015280,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2318,ligand-receptor interactions,biological_process,,Unknown,,Unknown,biological_process,R-DME-5632681| R-HSA-5632681,10018| 11532| 14123| 16779| 19853| 20761| 23237| 2339| 4345| 5461| 8047,,,,,,,,,,,,,,,,
2319,ligase activity,molecular_function,GO:0016874,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2320,light absorption,biological_process,GO:0016037,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2321,linezolid resistance,biological_process,,Unknown,,Unknown,biological_process,,35774,,,PWY-6828,,,,,,,,,,,,,
2322,linoleate 13s-lipoxygenase activity,molecular_function,GO:0016165,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2323,lipase activity,molecular_function,GO:0016298,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2324,lipid a biosynthetic process,biological_process,GO:0009245,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2325,lipid binding,molecular_function,GO:0008289,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2326,lipid biosynthetic process,biological_process,GO:0008610,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2327,lipid catabolic process,biological_process,GO:0016042,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2328,lipid droplet formation,biological_process,GO:0140042,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2329,lipid export from cell,biological_process,GO:0140353,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2330,lipid homeostasis,biological_process,GO:0055088,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2331,lipid hydroxylation,biological_process,GO:0002933,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2332,lipid import into cell,biological_process,GO:0140354,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2333,lipid kinase activity,molecular_function,GO:0001727,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2334,lipid metabolic process,biological_process,GO:0006629,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2335,lipid oxidation,biological_process,GO:0034440,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2336,lipid peroxidation,molecular_function,,Unknown,C0023775,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2337,lipid phosphatase activity,molecular_function,GO:0042577,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2338,lipid storage,biological_process,GO:0019915,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2339,lipid transporter activity,molecular_function,GO:0005319,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2340,lipopolysaccharide binding,molecular_function,GO:0001530,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2341,lipopolysaccharide biosynthetic process,biological_process,GO:0009103,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2342,lipopolysaccharide transport,biological_process,GO:0015920,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2343,lipoprotein lipase activity,molecular_function,GO:0004465,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2344,lipoprotein metabolic process,biological_process,GO:0042157,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2345,lipoprotein oxidation,biological_process,GO:0042161,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2346,lipoxygenase inhibitors [moa],molecular_function,,Unknown,C2757064,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2347,lipoxygenase pathway,biological_process,GO:0019372,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2348,liver damage,biological_process,,Unknown,C0151763,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2349,liver function,biological_process,,Unknown,C0232741,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2350,liver regeneration,biological_process,GO:0097421,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2351,local anesthesia [pe],biological_process,,Unknown,C2930407,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2352,localization,biological_process,GO:0051179,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2353,localization of cell,biological_process,GO:0051674,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2354,locomotion,biological_process,GO:0040011,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2355,long-chain fatty acid-coa ligase activity,molecular_function,GO:0004467,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2356,long-term depression,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04730,,,,,,,,,
2357,long-term memory,biological_process,,Unknown,,Unknown,biological_process,,40741,,,,,,long-term memory,,,,Pathway_53a4e074a9843a279113893796fceb4d,,,,,,
2358,long-term synaptic depression,biological_process,GO:0060292,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2359,long-term synaptic potentiation,biological_process,GO:0060291,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2360,loss of chromosome 5,biological_process,,Unknown,C1517985,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2361,loss of e-cadherin expression,biological_process,,Unknown,C1517998,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2362,low voltage-gated calcium channel activity,molecular_function,GO:0008332,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2363,low-density lipoprotein particle binding,molecular_function,GO:0030169,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2364,low-density lipoprotein particle receptor activity,molecular_function,GO:0005041,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2365,luciferin monooxygenase activity,molecular_function,GO:0047712| GO:0045289| GO:0047077| GO:0050397| GO:0050248,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2366,lung compliance,biological_process,,Unknown,C0024112,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2367,lung fibrosis,biological_process,,Unknown,,Unknown,biological_process,,39128| 39843,,,,WP3624,,,,,,,,,,,,
2368,lung volumes,biological_process,,Unknown,C0231953,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2369,luteolin-7-o-diglucuronide 4'-o-glucuronosyltransferase activity,molecular_function,GO:0047247,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2370,luteolysis,biological_process,GO:0001554,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2371,lyase activity,molecular_function,GO:0016829,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2372,lycopene cyclase activity,molecular_function,GO:0045436| GO:0045435,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2373,lymphangiogenesis,biological_process,GO:0001946,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2374,lymphatic endothelial cell migration,biological_process,GO:1904977,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2375,lymphocyte,biological_process,,Unknown,,Unknown,biological_process,,40716,,,,,,Lymphocyte,,,,Pathway_2eeec237bba9a1c91c563851958f0bc8,,,,,,
2376,lymphocyte activation,biological_process,GO:0046649,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2377,lymphocyte apoptotic process,biological_process,GO:0070227,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2378,lymphocyte differentiation,biological_process,GO:0030098,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2379,lymphocyte migration,biological_process,GO:0072676,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2380,lymphocyte migration into lymph node,biological_process,GO:0097021| GO:0097022,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2381,lymphocyte proliferation,biological_process,GO:0046651,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2382,lymphoid tissue,biological_process,,Unknown,,Unknown,biological_process,,40495,,,,,,Lymphoid Tissue,,,,Pathway_d6c47c05041bac80fdb995b14e84182b,,,,,,
2383,lymphotoxin a production,biological_process,GO:0032641,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2384,lysine biosynthetic process,biological_process,GO:0009085,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2385,lysine decarboxylase,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,,,PTW_0001879,,,,
2386,lysis,biological_process,,Unknown,C0024348,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2387,lysophosphatidic acid acyltransferase activity,molecular_function,GO:0042171,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2388,lysophospholipase activity,molecular_function,GO:0004622,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2389,lysosomal protein catabolic process,biological_process,GO:1905146,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2390,lysosomal transport,biological_process,GO:0007041,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2391,lysosome,molecular_function,,Unknown,,Unknown,Unknown,,,,,,,,,hsa04142,,,,,,,,,
2392,lytic lesion,biological_process,,Unknown,C0221204,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2393,lytic phase,molecular_function,,Unknown,C1518094,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2394,m phase,biological_process,GO:0000279,biological_process,,Unknown,biological_process,R-GGA-68886| R-HSA-68886,1091| 11808| 12879| 14577| 15503| 16126| 18067| 18355| 19341| 21293| 22943| 2465| 4622| 5866| 7212| 733| 8265| 9694,,,,,,,,,,,,,,,,
2395,m phase cell cycle arrest,biological_process,,Unknown,C3178829,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2396,m414t,molecular_function,,Unknown,C4698538,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2397,macromolecule biosynthetic process,biological_process,GO:0009059,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2398,macrophage,biological_process,,Unknown,,Unknown,biological_process,,40795,,,,,,Macrophage,,,,Pathway_b8219b395baeabc715551535949d375f,,,,,,
2399,macrophage activation,biological_process,GO:0042116,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2400,macrophage colony-stimulating factor receptor activity,molecular_function,GO:0005011,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2401,macrophage differentiation,biological_process,GO:0030225,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2402,macrophage inflammatory protein-1 alpha production,biological_process,GO:0071608,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2403,macrophage migration,biological_process,GO:1905517,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2404,macrophage migration inhibitory factor binding,molecular_function,GO:0035718,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2405,macropinocytosis,biological_process,GO:0044351,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2406,magnesium ion transport,biological_process,GO:0015693,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2407,maintenance of blood-brain barrier,biological_process,GO:0035633,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2408,maintenance of location,biological_process,GO:0051235,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2409,maintenance of location in cell,biological_process,GO:0051651,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2410,malaria,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05144,,,,,,,,,
2411,malate-aspartate shuttle,biological_process,GO:0043490,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2412,male mating,biological_process,,Unknown,,Unknown,biological_process,,38990,,,,WP2287,,,,,,,,,,,,
2413,malic enzyme activity,molecular_function,GO:0004470,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2414,malonyl-coa biosynthetic process,biological_process,GO:2001295,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2415,maltose binding,molecular_function,GO:1901982,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2416,mammary epithelium,biological_process,,Unknown,,Unknown,biological_process,,40859,,,,,,mammary epithelium,,,,Pathway_657f857ca02c530803cc96ba29dae312,,,,,,
2417,mannan binding,molecular_function,GO:2001065,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2418,mannan biosynthetic process,biological_process,GO:0046354,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2419,mannose binding,molecular_function,GO:0005537,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2420,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",molecular_function,GO:0004572,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2421,map kinase activation,biological_process,,Unknown,,Unknown,biological_process,R-DME-450294| R-HSA-450294,10444| 1182294| 12623| 1269| 12974| 14968| 17153| 17603| 18248| 20041| 21124| 22622| 2656| 279| 3727| 6596| 7521| 7681,,,,,,,,,,,,,,,,
2422,map kinase activity,molecular_function,GO:0004707,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2423,map kinase kinase activity,molecular_function,GO:0004708,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2424,map kinase kinase kinase activity,molecular_function,GO:0004709,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2425,mapk cascade,biological_process,GO:0000165,biological_process,,Unknown,biological_process,,38699| 39102| 39344| 39969| 40148,,,,WP1343| WP422,,,,,,,,,,,,
2426,mapk pathway,biological_process,,Unknown,,Unknown,biological_process,,,,,,,,,,,,Pathway_3f37b71243d0e1352b6d382442532bf4,,,,,,
2427,mapk signaling pathway,biological_process,,Unknown,,Unknown,biological_process,,38674| 38850| 39173| 39212| 39259| 39301| 39608| 39871| 40143,,,,WP1337,,,hsa04010,,,,,,,,,
2428,mast cell activation,biological_process,GO:0045576,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2429,mast cell chemotaxis,biological_process,GO:0002551,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2430,mast cell degranulation,biological_process,GO:0043303,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2431,mastication,biological_process,GO:0071626,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2432,maternal inheritance,molecular_function,,Unknown,C4277511,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2433,mating,biological_process,GO:0007618,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2434,mating behavior,biological_process,GO:0007617,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2435,matrilysin activity,molecular_function,GO:0004235,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2436,matrix metalloproteinase-8 activity,molecular_function,GO:0051405| GO:0008130,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2437,matrix metalloproteinases,biological_process,,Unknown,,Unknown,biological_process,,38656| 39162| 39235| 39280| 39324| 39391| 39617,,,,WP129,,,,,,,,,,,,
2438,maturation arrest,biological_process,,Unknown,C0333951,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2439,maximal gastric acid secretory capacity,biological_process,,Unknown,C0232554,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2440,measles,biological_process,,Unknown,,Unknown,Unknown,,,,,,,,,hsa05162,,,,,,,,,
2441,mechanical detachment,biological_process,,Unknown,C0595950,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2442,mechanism of cell death,biological_process,,Unknown,C1708951,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2443,megakaryocytopoiesis,biological_process,,Unknown,C0522310,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2444,meiosis,biological_process,,Unknown,C0025186,biological_process,biological_process,R-DRE-1500620| R-HSA-1500620,10841| 1140| 16175| 19390| 2490| 40260| 5912,,,,,,meiosis,,,,,,,,,,
2445,mek-erk pathway,molecular_function,,Unknown,C3179233,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2446,melanin biosynthetic process,biological_process,GO:0042438,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2447,melanin-concentrating hormone receptor activity,molecular_function,GO:0030273,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2448,melanocortin receptor activity,molecular_function,GO:0004977,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2449,melanocortin receptor binding,molecular_function,GO:0031779,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2450,melanocyte proliferation,biological_process,GO:0097325,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2451,melanogenesis,molecular_function,,Unknown,C1513094,molecular_function,Unknown,,,,,,,,,hsa04916,,,,,,,,,
2452,melanoma,biological_process,,Unknown,,Unknown,biological_process,,1295560,,,,WP4685,,,hsa05218,,,,,,,,,
2453,melatonin binding,molecular_function,GO:1904408,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2454,melatonin biosynthetic process,biological_process,GO:0030187,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2455,melatonin receptor binding,molecular_function,GO:0031784,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2456,melibiose permease activity,molecular_function,GO:0015487| GO:0043887,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2457,membrane activity,biological_process,,Unknown,C0596897,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2458,membrane bending,biological_process,GO:0097753,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2459,membrane depolarization,biological_process,GO:0051899,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2460,membrane dipeptidase activity,molecular_function,GO:0004237,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2461,membrane fission,biological_process,GO:0090148,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2462,membrane fluidity,molecular_function,,Unknown,C0025245,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2463,membrane fusion,biological_process,GO:0061025,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2464,membrane hyperpolarization,biological_process,GO:0060081,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2465,"membrane potential, mitochondrial",biological_process,,Unknown,C1720920,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2466,membrane potentials,biological_process,,Unknown,C0025251,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2467,membrane protein traffic,molecular_function,,Unknown,C1513112,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2468,membrane raft polarization,biological_process,GO:0001766,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2469,membrane trafficking,biological_process,,Unknown,,Unknown,biological_process,R-GGA-199991| R-HSA-199991,10645| 14328| 15226| 15703| 16994| 17513| 18749| 1934| 19567| 21819| 21963| 2509| 377| 39513| 4675| 5176| 7153| 8187| 9743,,,,WP3212,,,,,,,,,,,,
2470,menaquinone biosynthetic process,biological_process,GO:0009234,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2471,menopause,biological_process,GO:0042697,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2472,menstruation,biological_process,GO:0042703,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2473,meprin a activity,molecular_function,GO:0004238,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2474,mesaconyl-coa hydratase activity,molecular_function,GO:0043881,molecular_function,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2475,mesenchymal epithelial transition inhibitors [moa],molecular_function,,Unknown,C5446063,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2476,mesenchymal stem cell proliferation,biological_process,GO:0097168,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2477,mesenchymal to epithelial transition,biological_process,GO:0060231,biological_process,,Unknown,Unknown,,,,,,,,,,,,,,,,,,
2478,messenger rna underexpression,biological_process,,Unknown,C5554855,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2479,met gene mutation,molecular_function,,Unknown,C1518121,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2480,met np_000236.2:p.d1228n,molecular_function,,Unknown,C5206491,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2481,met np_000236.2:p.f1200i,molecular_function,,Unknown,C5206495,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2482,met np_000236.2:p.m1250t,molecular_function,,Unknown,C5206484,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2483,met np_000236.2:p.y1230c,molecular_function,,Unknown,C5206489,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2484,met np_000236.2:p.y1230h,molecular_function,,Unknown,C5206487,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2485,met receptor activation,biological_process,,Unknown,,Unknown,biological_process,R-GGA-6806942| R-HSA-6806942,11394| 13996| 16651| 19725| 20638| 2214| 23114| 2972| 4214| 5332| 9899,,,,,,,,,,,,,,,,
2486,metabolic alkalosis,biological_process,,Unknown,C0220983,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2487,metabolic biotransformation,biological_process,,Unknown,C0005576,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2488,metabolic control,molecular_function,,Unknown,C1513158,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
2489,"metabolic detoxication, phase ii",biological_process,,Unknown,C1563755,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2490,metabolic detoxification,biological_process,,Unknown,C3825974,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2491,metabolic effects,biological_process,,Unknown,C2945675,biological_process,Unknown,,,,,,,,,,,,,,,,,,
2492,metabolic inhibition,molecular_function,,Unknown,C0021469,molecular_function,Unknown,,,,,,,,,,,,,,,,,,
