FUNCTION_ID,FUNCTION_NAME,FUNCTION_TYPE,GO_ID,GO_TYPE,UMLS_ID,UMLS_TYPE,KEGG_ID
2292,left ventricle remodeling,biological_process,,Unknown,C0600520,biological_process,
2293,left ventricular function,biological_process,,Unknown,C0080310,biological_process,
2295,leishmaniasis,biological_process,,Unknown,,Unknown,hsa05140
2298,leucine transport,biological_process,GO:0015820,biological_process,,Unknown,
2299,leucyl aminopeptidase activity,molecular_function,GO:0004178,molecular_function,,Unknown,
2300,leukocyte cell-cell adhesion,biological_process,GO:0007159,biological_process,,Unknown,
2301,leukocyte chemotaxis,biological_process,GO:0030595,biological_process,,Unknown,
2302,leukocyte homing,biological_process,,Unknown,C1328922,biological_process,
2303,leukocyte mediated immunity,biological_process,GO:0002443,biological_process,,Unknown,
2304,leukocyte migration,biological_process,GO:0050900,biological_process,,Unknown,
2305,leukocyte proliferation,biological_process,GO:0070661,biological_process,,Unknown,
2306,leukocyte rolling,biological_process,,Unknown,C1136143,biological_process,
2307,leukocyte transendothelial migration,biological_process,,Unknown,,Unknown,hsa04670
2308,leukotriene b4 biosynthetic process,biological_process,GO:0097251,biological_process,,Unknown,
2309,leukotriene biosynthetic process,biological_process,GO:0019370,biological_process,,Unknown,
2310,leukotriene production,biological_process,,Unknown,C1517826,biological_process,
2311,leukotriene receptor antagonists [moa],molecular_function,,Unknown,C2757015,molecular_function,
2312,leukotriene receptor binding,molecular_function,GO:0031774,molecular_function,,Unknown,
2314,leukotriene-a4 hydrolase activity,molecular_function,GO:0004463,molecular_function,,Unknown,
2316,ligand binding,biological_process|molecular_function,,Unknown,C1517880,molecular_function,
2317,ligand-gated sodium channel activity,molecular_function,GO:0015280,molecular_function,,Unknown,
2319,ligase activity,molecular_function,GO:0016874,molecular_function,,Unknown,
2320,light absorption,biological_process,GO:0016037,biological_process,,Unknown,
2322,linoleate 13s-lipoxygenase activity,molecular_function,GO:0016165,molecular_function,,Unknown,
2323,lipase activity,molecular_function,GO:0016298,molecular_function,,Unknown,
2324,lipid a biosynthetic process,biological_process,GO:0009245,biological_process,,Unknown,
2325,lipid binding,molecular_function,GO:0008289,molecular_function,,Unknown,
2326,lipid biosynthetic process,biological_process,GO:0008610,biological_process,,Unknown,
2327,lipid catabolic process,biological_process,GO:0016042,biological_process,,Unknown,
2328,lipid droplet formation,biological_process,GO:0140042,biological_process,,Unknown,
2329,lipid export from cell,biological_process,GO:0140353,biological_process,,Unknown,
2330,lipid homeostasis,biological_process,GO:0055088,biological_process,,Unknown,
2331,lipid hydroxylation,biological_process,GO:0002933,biological_process,,Unknown,
2332,lipid import into cell,biological_process,GO:0140354,biological_process,,Unknown,
2333,lipid kinase activity,molecular_function,GO:0001727,molecular_function,,Unknown,
2334,lipid metabolic process,biological_process,GO:0006629,biological_process,,Unknown,
2335,lipid oxidation,biological_process,GO:0034440,biological_process,,Unknown,
2336,lipid peroxidation,molecular_function,,Unknown,C0023775,molecular_function,
2337,lipid phosphatase activity,molecular_function,GO:0042577,molecular_function,,Unknown,
2338,lipid storage,biological_process,GO:0019915,biological_process,,Unknown,
2339,lipid transporter activity,molecular_function,GO:0005319,molecular_function,,Unknown,
2340,lipopolysaccharide binding,molecular_function,GO:0001530,molecular_function,,Unknown,
2341,lipopolysaccharide biosynthetic process,biological_process,GO:0009103,biological_process,,Unknown,
2342,lipopolysaccharide transport,biological_process,GO:0015920,biological_process,,Unknown,
2343,lipoprotein lipase activity,molecular_function,GO:0004465,molecular_function,,Unknown,
2344,lipoprotein metabolic process,biological_process,GO:0042157,biological_process,,Unknown,
2345,lipoprotein oxidation,biological_process,GO:0042161,biological_process,,Unknown,
2346,lipoxygenase inhibitors [moa],molecular_function,,Unknown,C2757064,molecular_function,
2347,lipoxygenase pathway,biological_process,GO:0019372,biological_process,,Unknown,
2348,liver damage,biological_process,,Unknown,C0151763,biological_process,
2349,liver function,biological_process,,Unknown,C0232741,biological_process,
2350,liver regeneration,biological_process,GO:0097421,biological_process,,Unknown,
2351,local anesthesia [pe],biological_process,,Unknown,C2930407,biological_process,
2352,localization,biological_process,GO:0051179,biological_process,,Unknown,
2353,localization of cell,biological_process,GO:0051674,biological_process,,Unknown,
2354,locomotion,biological_process,GO:0040011,biological_process,,Unknown,
2355,long-chain fatty acid-coa ligase activity,molecular_function,GO:0004467,molecular_function,,Unknown,
2356,long-term depression,biological_process,,Unknown,,Unknown,hsa04730
2358,long-term synaptic depression,biological_process,GO:0060292,biological_process,,Unknown,
2359,long-term synaptic potentiation,biological_process,GO:0060291,biological_process,,Unknown,
2360,loss of chromosome 5,biological_process,,Unknown,C1517985,biological_process,
2361,loss of e-cadherin expression,biological_process,,Unknown,C1517998,biological_process,
2362,low voltage-gated calcium channel activity,molecular_function,GO:0008332,molecular_function,,Unknown,
2363,low-density lipoprotein particle binding,molecular_function,GO:0030169,molecular_function,,Unknown,
2364,low-density lipoprotein particle receptor activity,molecular_function,GO:0005041,molecular_function,,Unknown,
2365,luciferin monooxygenase activity,molecular_function,GO:0047712| GO:0045289| GO:0047077| GO:0050397| GO:0050248,molecular_function,,Unknown,
2366,lung compliance,biological_process,,Unknown,C0024112,biological_process,
2368,lung volumes,biological_process,,Unknown,C0231953,biological_process,
2369,luteolin-7-o-diglucuronide 4'-o-glucuronosyltransferase activity,molecular_function,GO:0047247,molecular_function,,Unknown,
2370,luteolysis,biological_process,GO:0001554,biological_process,,Unknown,
2371,lyase activity,molecular_function,GO:0016829,molecular_function,,Unknown,
2372,lycopene cyclase activity,molecular_function,GO:0045436| GO:0045435,molecular_function,,Unknown,
2373,lymphangiogenesis,biological_process,GO:0001946,biological_process,,Unknown,
2374,lymphatic endothelial cell migration,biological_process,GO:1904977,biological_process,,Unknown,
2376,lymphocyte activation,biological_process,GO:0046649,biological_process,,Unknown,
2377,lymphocyte apoptotic process,biological_process,GO:0070227,biological_process,,Unknown,
2378,lymphocyte differentiation,biological_process,GO:0030098,biological_process,,Unknown,
2379,lymphocyte migration,biological_process,GO:0072676,biological_process,,Unknown,
2380,lymphocyte migration into lymph node,biological_process,GO:0097021| GO:0097022,biological_process,,Unknown,
2381,lymphocyte proliferation,biological_process,GO:0046651,biological_process,,Unknown,
2383,lymphotoxin a production,biological_process,GO:0032641,biological_process,,Unknown,
2384,lysine biosynthetic process,biological_process,GO:0009085,biological_process,,Unknown,
2386,lysis,biological_process,,Unknown,C0024348,biological_process,
2387,lysophosphatidic acid acyltransferase activity,molecular_function,GO:0042171,molecular_function,,Unknown,
2388,lysophospholipase activity,molecular_function,GO:0004622,molecular_function,,Unknown,
2389,lysosomal protein catabolic process,biological_process,GO:1905146,biological_process,,Unknown,
2390,lysosomal transport,biological_process,GO:0007041,biological_process,,Unknown,
2391,lysosome,molecular_function,,Unknown,,Unknown,hsa04142
2392,lytic lesion,biological_process,,Unknown,C0221204,biological_process,
2393,lytic phase,molecular_function,,Unknown,C1518094,molecular_function,
2394,m phase,biological_process,GO:0000279,biological_process,,Unknown,
2395,m phase cell cycle arrest,biological_process,,Unknown,C3178829,biological_process,
2396,m414t,molecular_function,,Unknown,C4698538,molecular_function,
2397,macromolecule biosynthetic process,biological_process,GO:0009059,biological_process,,Unknown,
2399,macrophage activation,biological_process,GO:0042116,biological_process,,Unknown,
2400,macrophage colony-stimulating factor receptor activity,molecular_function,GO:0005011,molecular_function,,Unknown,
2401,macrophage differentiation,biological_process,GO:0030225,biological_process,,Unknown,
2402,macrophage inflammatory protein-1 alpha production,biological_process,GO:0071608,biological_process,,Unknown,
2403,macrophage migration,biological_process,GO:1905517,biological_process,,Unknown,
2404,macrophage migration inhibitory factor binding,molecular_function,GO:0035718,molecular_function,,Unknown,
2405,macropinocytosis,biological_process,GO:0044351,biological_process,,Unknown,
2406,magnesium ion transport,biological_process,GO:0015693,biological_process,,Unknown,
2407,maintenance of blood-brain barrier,biological_process,GO:0035633,biological_process,,Unknown,
2408,maintenance of location,biological_process,GO:0051235,biological_process,,Unknown,
2409,maintenance of location in cell,biological_process,GO:0051651,biological_process,,Unknown,
2410,malaria,biological_process,,Unknown,,Unknown,hsa05144
2411,malate-aspartate shuttle,biological_process,GO:0043490,biological_process,,Unknown,
2413,malic enzyme activity,molecular_function,GO:0004470,molecular_function,,Unknown,
2414,malonyl-coa biosynthetic process,biological_process,GO:2001295,biological_process,,Unknown,
2415,maltose binding,molecular_function,GO:1901982,molecular_function,,Unknown,
2417,mannan binding,molecular_function,GO:2001065,molecular_function,,Unknown,
2418,mannan biosynthetic process,biological_process,GO:0046354,biological_process,,Unknown,
2419,mannose binding,molecular_function,GO:0005537,molecular_function,,Unknown,
2420,"mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity",molecular_function,GO:0004572,molecular_function,,Unknown,
2422,map kinase activity,molecular_function,GO:0004707,molecular_function,,Unknown,
2423,map kinase kinase activity,molecular_function,GO:0004708,molecular_function,,Unknown,
2424,map kinase kinase kinase activity,molecular_function,GO:0004709,molecular_function,,Unknown,
2425,mapk cascade,biological_process,GO:0000165,biological_process,,Unknown,
2427,mapk signaling pathway,biological_process,,Unknown,,Unknown,hsa04010
2428,mast cell activation,biological_process,GO:0045576,biological_process,,Unknown,
2429,mast cell chemotaxis,biological_process,GO:0002551,biological_process,,Unknown,
2430,mast cell degranulation,biological_process,GO:0043303,biological_process,,Unknown,
2431,mastication,biological_process,GO:0071626,biological_process,,Unknown,
2432,maternal inheritance,molecular_function,,Unknown,C4277511,molecular_function,
2433,mating,biological_process,GO:0007618,biological_process,,Unknown,
2434,mating behavior,biological_process,GO:0007617,biological_process,,Unknown,
2435,matrilysin activity,molecular_function,GO:0004235,molecular_function,,Unknown,
2436,matrix metalloproteinase-8 activity,molecular_function,GO:0051405| GO:0008130,molecular_function,,Unknown,
2438,maturation arrest,biological_process,,Unknown,C0333951,biological_process,
2439,maximal gastric acid secretory capacity,biological_process,,Unknown,C0232554,biological_process,
2440,measles,biological_process,,Unknown,,Unknown,hsa05162
2441,mechanical detachment,biological_process,,Unknown,C0595950,biological_process,
2442,mechanism of cell death,biological_process,,Unknown,C1708951,biological_process,
2443,megakaryocytopoiesis,biological_process,,Unknown,C0522310,biological_process,
2444,meiosis,biological_process,,Unknown,C0025186,biological_process,
2445,mek-erk pathway,molecular_function,,Unknown,C3179233,molecular_function,
2446,melanin biosynthetic process,biological_process,GO:0042438,biological_process,,Unknown,
2447,melanin-concentrating hormone receptor activity,molecular_function,GO:0030273,molecular_function,,Unknown,
2448,melanocortin receptor activity,molecular_function,GO:0004977,molecular_function,,Unknown,
2449,melanocortin receptor binding,molecular_function,GO:0031779,molecular_function,,Unknown,
2450,melanocyte proliferation,biological_process,GO:0097325,biological_process,,Unknown,
2451,melanogenesis,molecular_function,,Unknown,C1513094,molecular_function,hsa04916
2452,melanoma,biological_process,,Unknown,,Unknown,hsa05218
2453,melatonin binding,molecular_function,GO:1904408,molecular_function,,Unknown,
2454,melatonin biosynthetic process,biological_process,GO:0030187,biological_process,,Unknown,
2455,melatonin receptor binding,molecular_function,GO:0031784,molecular_function,,Unknown,
2456,melibiose permease activity,molecular_function,GO:0015487| GO:0043887,molecular_function,,Unknown,
2457,membrane activity,biological_process,,Unknown,C0596897,biological_process,
2458,membrane bending,biological_process,GO:0097753,biological_process,,Unknown,
2459,membrane depolarization,biological_process,GO:0051899,biological_process,,Unknown,
2460,membrane dipeptidase activity,molecular_function,GO:0004237,molecular_function,,Unknown,
2461,membrane fission,biological_process,GO:0090148,biological_process,,Unknown,
2462,membrane fluidity,molecular_function,,Unknown,C0025245,molecular_function,
2463,membrane fusion,biological_process,GO:0061025,biological_process,,Unknown,
2464,membrane hyperpolarization,biological_process,GO:0060081,biological_process,,Unknown,
2465,"membrane potential, mitochondrial",biological_process,,Unknown,C1720920,biological_process,
2466,membrane potentials,biological_process,,Unknown,C0025251,biological_process,
2467,membrane protein traffic,molecular_function,,Unknown,C1513112,molecular_function,
2468,membrane raft polarization,biological_process,GO:0001766,biological_process,,Unknown,
2470,menaquinone biosynthetic process,biological_process,GO:0009234,biological_process,,Unknown,
2471,menopause,biological_process,GO:0042697,biological_process,,Unknown,
2472,menstruation,biological_process,GO:0042703,biological_process,,Unknown,
2473,meprin a activity,molecular_function,GO:0004238,molecular_function,,Unknown,
2474,mesaconyl-coa hydratase activity,molecular_function,GO:0043881,molecular_function,,Unknown,
2475,mesenchymal epithelial transition inhibitors [moa],molecular_function,,Unknown,C5446063,molecular_function,
2476,mesenchymal stem cell proliferation,biological_process,GO:0097168,biological_process,,Unknown,
2477,mesenchymal to epithelial transition,biological_process,GO:0060231,biological_process,,Unknown,
2478,messenger rna underexpression,biological_process,,Unknown,C5554855,biological_process,
2479,met gene mutation,molecular_function,,Unknown,C1518121,molecular_function,
2480,met np_000236.2:p.d1228n,molecular_function,,Unknown,C5206491,molecular_function,
2481,met np_000236.2:p.f1200i,molecular_function,,Unknown,C5206495,molecular_function,
2482,met np_000236.2:p.m1250t,molecular_function,,Unknown,C5206484,molecular_function,
2483,met np_000236.2:p.y1230c,molecular_function,,Unknown,C5206489,molecular_function,
2484,met np_000236.2:p.y1230h,molecular_function,,Unknown,C5206487,molecular_function,
2486,metabolic alkalosis,biological_process,,Unknown,C0220983,biological_process,
2487,metabolic biotransformation,biological_process,,Unknown,C0005576,biological_process,
2488,metabolic control,molecular_function,,Unknown,C1513158,molecular_function,
2489,"metabolic detoxication, phase ii",biological_process,,Unknown,C1563755,biological_process,
2490,metabolic detoxification,biological_process,,Unknown,C3825974,biological_process,
2491,metabolic effects,biological_process,,Unknown,C2945675,biological_process,
2492,metabolic inhibition,molecular_function,,Unknown,C0021469,molecular_function,
2493,metabolic networks,molecular_function,,Unknown,C1706062,molecular_function,
2494,metabolic pathways,biological_process,,Unknown,,Unknown,hsa01100
2495,metabolic process,biological_process,GO:0008152,biological_process,,Unknown,
2496,metabolic profile,biological_process,,Unknown,C3853758,biological_process,
2497,metabolic rates,biological_process,,Unknown,C0870882,biological_process,
2501,metal chelating activity,molecular_function,GO:0046911,molecular_function,,Unknown,
2502,metal chelating activity [moa],molecular_function,,Unknown,C3537049,molecular_function,
2503,metal ion binding,molecular_function,GO:0046872,molecular_function,,Unknown,
2504,metalloendopeptidase inhibitor activity,molecular_function,GO:0008191,molecular_function,,Unknown,
2505,metallopeptidase activity,molecular_function,GO:0008237,molecular_function,,Unknown,
2506,metamorphosis,biological_process,GO:0007552,biological_process,,Unknown,
2507,metaphase,biological_process,GO:0051323,biological_process,,Unknown,
2508,metaphase chromosome alignment,biological_process,GO:0051310,biological_process,,Unknown,
2509,metaplastic cell transformation,biological_process,,Unknown,C1510411,biological_process,
2510,metaplastic ossification,biological_process,GO:0036074,biological_process,,Unknown,
2511,metastasis,biological_process,,Unknown,C4255448,biological_process,
2512,metastasis suppression,biological_process,,Unknown,C1513178,biological_process,
2513,metestrus,biological_process,GO:0060210,biological_process,,Unknown,
2514,methanol-5-hydroxybenzimidazolylcobamide co-methyltransferase activity,molecular_function,GO:0047152| GO:0043791| GO:0043834,molecular_function,,Unknown,
2516,methionine adenosyltransferase activity,molecular_function,GO:0004478,molecular_function,,Unknown,
2517,methionine biosynthetic process,biological_process,GO:0009086,biological_process,,Unknown,
2518,methionine decarboxylase activity,molecular_function,GO:0050095,molecular_function,,Unknown,
2519,methionine-trna ligase activity,molecular_function,GO:0004825,molecular_function,,Unknown,
2520,methotrexate transport,biological_process,GO:0051958,biological_process,,Unknown,
2521,methyl-cpg binding,molecular_function,GO:0008327,molecular_function,,Unknown,
2522,methylated-dna-[protein]-cysteine s-methyltransferase activity,molecular_function,GO:0003908,molecular_function,,Unknown,
2523,methylation,biological_process,GO:0032259,biological_process,,Unknown,
2525,methylglyoxal catabolic process to d-lactate via s-lactoyl-glutathione,biological_process,GO:0019243,biological_process,,Unknown,
2526,methyltransferase activity,molecular_function,GO:0008168| GO:0016741,molecular_function,,Unknown,
2527,methyltransferase inhibitors [moa],molecular_function,,Unknown,C5446064,molecular_function,
2528,metrorrhagia,biological_process,,Unknown,C0025874,biological_process,
2530,microabscess,biological_process,,Unknown,C0333373,biological_process,
2531,microbial collagenase activity,molecular_function,GO:0051405,molecular_function,,Unknown,
2532,microcirculation,biological_process,,Unknown,C0025962,biological_process,
2533,microfilament motor activity,molecular_function,GO:0000146,molecular_function,,Unknown,
2534,microgliosis,biological_process,,Unknown,C3686874,biological_process,
2535,microorganism growth,biological_process,,Unknown,C0178747,biological_process,
2536,micrornas in cancer,biological_process,,Unknown,,Unknown,hsa05206
2537,microsatellite instability,biological_process,,Unknown,C0920269,biological_process,
2538,microtubule binding,molecular_function,GO:0008017,molecular_function,,Unknown,
2539,microtubule bundle formation,biological_process,GO:0001578,biological_process,,Unknown,
2540,microtubule cytoskeleton organization,biological_process,GO:0000226,biological_process,,Unknown,
2541,microtubule depolymerization,biological_process,GO:0007019,biological_process,,Unknown,
2542,microtubule motor activity,molecular_function,GO:0003777,molecular_function,,Unknown,
2543,microtubule nucleation,biological_process,GO:0007020,biological_process,,Unknown,
2544,microtubule polymerization,biological_process,GO:0046785,biological_process,,Unknown,
2545,microtubule severing atpase activity,molecular_function,GO:0008568,molecular_function,,Unknown,
2546,micturition,biological_process,GO:0060073,biological_process,,Unknown,
2548,milk ejection reflex,biological_process,GO:0060156,biological_process,,Unknown,
2549,mineralocorticoid receptor antagonists [moa],molecular_function,,Unknown,C1373021,molecular_function,
2551,minor groove of adenine-thymine-rich dna binding,molecular_function,GO:0003680,molecular_function,,Unknown,
2554,mirna processing,biological_process,GO:0035196,biological_process,,Unknown,
2555,mismatch repair,biological_process,GO:0006298,biological_process,,Unknown,
2556,missense mutation,molecular_function,,Unknown,C0599155,molecular_function,
2557,mitochondria-associated ubiquitin-dependent protein catabolic process,biological_process,GO:0072671,biological_process,,Unknown,
2558,mitochondrial atp synthesis coupled electron transport,biological_process,GO:0042775,biological_process,,Unknown,
2560,mitochondrial biology,biological_process,,Unknown,C0678850,biological_process,
2561,mitochondrial damage,biological_process,,Unknown,C1096176,biological_process,
2562,mitochondrial depolarization,biological_process,GO:0051882,biological_process,,Unknown,
2563,mitochondrial dna replication,biological_process,GO:0006264,biological_process,,Unknown,
2564,mitochondrial dynamics,biological_process,,Unknown,C3494415,biological_process,
2565,mitochondrial fission,biological_process,GO:0000266,biological_process,,Unknown,
2566,mitochondrial fusion,biological_process,GO:0008053,biological_process,,Unknown,
2567,mitochondrial gene expression,biological_process,GO:0140053,biological_process,,Unknown,
2568,mitochondrial intermediate peptidase activity,molecular_function,GO:0004243,molecular_function,,Unknown,
2570,mitochondrial swelling,biological_process,,Unknown,C0026244,biological_process,
2571,mitochondrial translation,biological_process,GO:0032543,biological_process,,Unknown,
2572,mitochondrial translocation,biological_process,GO:0030150| GO:0006626,biological_process,,Unknown,
2573,mitochondrial transport,biological_process,GO:0006839,biological_process,,Unknown,
2575,mitochondrion inheritance,biological_process,GO:0000001,biological_process,,Unknown,
2576,mitochondrion localization,biological_process,GO:0051646,biological_process,,Unknown,
2577,mitogen-activated protein kinase binding,molecular_function,GO:0051019,molecular_function,,Unknown,
2578,mitomycin c metabolic process,biological_process,GO:1901775,biological_process,,Unknown,
2579,mitophagy,biological_process,GO:0000423| GO:0000422,biological_process,,Unknown,
2581,mitotic catastrophe,biological_process,,Unknown,C2610961,biological_process,
2582,mitotic cell cycle,biological_process,GO:0000278,biological_process,,Unknown,
2583,mitotic cell cycle checkpoint signaling,biological_process,GO:0007093,biological_process,,Unknown,
2584,mitotic entry,biological_process,GO:0051727,biological_process,,Unknown,
2585,mitotic g2 dna damage checkpoint signaling,biological_process,GO:0007095,biological_process,,Unknown,
2586,mitotic nuclear division,biological_process,GO:0140014,biological_process,,Unknown,
2587,mitotic nuclear membrane disassembly,biological_process,GO:0007077,biological_process,,Unknown,
2588,mitotic prophase,biological_process,GO:0000088,biological_process,,Unknown,
2589,mitotic spindle assembly,biological_process,GO:0090307,biological_process,,Unknown,
2590,mitotic spindle assembly checkpoint signaling,biological_process,GO:0007094,biological_process,,Unknown,
2591,mitotic spindle orientation checkpoint signaling,biological_process,GO:0031578,biological_process,,Unknown,
2592,mll gene translocation,biological_process,,Unknown,C5238305,biological_process,
2593,mmp-12 activity,molecular_function,GO:0004234,molecular_function,,Unknown,
2594,mmp-13 activity,molecular_function,,Unknown,C1150175,molecular_function,
2595,mmp-2 activity,molecular_function,GO:0004228,molecular_function,,Unknown,
2596,mmp-3 activity,molecular_function,GO:0004248,molecular_function,,Unknown,
2597,mmp-9 activity,molecular_function,GO:0004229,molecular_function,,Unknown,
2599,modulation by symbiont of host erythrocyte aggregation,biological_process,GO:0020013,biological_process,,Unknown,
2600,modulation of chemical synaptic transmission,biological_process,GO:0050804,biological_process,,Unknown,
2602,molecular dynamics,molecular_function,,Unknown,C0596957,molecular_function,
2603,molecular mechanisms of pharmacological action,molecular_function,,Unknown,C1258062,molecular_function,
2604,molecular recognition,molecular_function,,Unknown,C0599844,molecular_function,
2605,molting,biological_process,,Unknown,C0282576,biological_process,
2606,mono(adp-ribosyl)ation,molecular_function,,Unknown,C4505263,molecular_function,
2607,monoamine oxidase [pk],molecular_function,,Unknown,C2825075,molecular_function,
2608,monoamine oxidase activity,molecular_function,GO:0097621,molecular_function,,Unknown,
2609,monoamine oxidase inhibitors [moa],molecular_function,,Unknown,C2756978,molecular_function,
2610,monoamine oxidase-b inhibitors [moa],molecular_function,,Unknown,C2917290,molecular_function,
2611,monoamine transport,biological_process,GO:0015844,biological_process,,Unknown,
2612,monoatomic anion transport,biological_process,GO:0006820,biological_process,,Unknown,
2613,monoatomic cation channel activity,molecular_function,GO:0005261,molecular_function,,Unknown,
2614,monoatomic cation transport,biological_process,GO:0006812,biological_process,,Unknown,
2615,monoatomic ion channel activity,molecular_function,GO:0005216,molecular_function,,Unknown,
2616,monoatomic ion homeostasis,biological_process,GO:0050801,biological_process,,Unknown,
2617,monoatomic ion transport,biological_process,GO:0006811,biological_process,,Unknown,
2619,monocyte activation,biological_process,GO:0042117,biological_process,,Unknown,
2620,monocyte aggregation,biological_process,GO:0070487,biological_process,,Unknown,
2621,monocyte chemotactic protein-1 production,biological_process,GO:0071605,biological_process,,Unknown,
2622,monocyte chemotaxis,biological_process,GO:0002548,biological_process,,Unknown,
2623,monocyte differentiation,biological_process,GO:0030224,biological_process,,Unknown,
2624,mononuclear cell proliferation,biological_process,GO:0032943,biological_process,,Unknown,
2625,monooxygenase activity,molecular_function,GO:0004497,molecular_function,,Unknown,
2626,monophenol monooxygenase activity,molecular_function,GO:0004503| GO:0004097,molecular_function,,Unknown,
2627,monoubiquitination,molecular_function,,Unknown,C1513486,molecular_function,
2628,morphogenesis,biological_process,GO:0048532| GO:0009653,biological_process,,Unknown,
2629,morphogenesis of a branching structure,biological_process,GO:0001763,biological_process,,Unknown,
2630,motilin receptor binding,molecular_function,GO:0031788,molecular_function,,Unknown,
2631,motor behavior,biological_process,GO:0061744,biological_process,,Unknown,
2632,motor coordination,biological_process,,Unknown,C0237543,biological_process,
2633,motor function (observable entity),biological_process,,Unknown,C0234130,biological_process,
2634,motor performance,biological_process,,Unknown,C0870921,biological_process,
2635,motor skills,biological_process,,Unknown,C0026612,biological_process,
2636,movement,biological_process,,Unknown,C0026649,biological_process,
2637,movement in host,biological_process,GO:0044000,biological_process,,Unknown,
2639,mrna catabolic process,biological_process,GO:0006402,biological_process,,Unknown,
2640,mrna cleavage,biological_process,GO:0006379,biological_process,,Unknown,
2641,mrna destabilization,biological_process,GO:0061157,biological_process,,Unknown,
2642,mrna export,molecular_function,,Unknown,C1515669,molecular_function,
2643,mrna expression,molecular_function,,Unknown,C1515670,molecular_function,
2645,"mrna splicing, via spliceosome",biological_process,GO:0000398,biological_process,,Unknown,
2646,mrna transcription,biological_process,GO:0009299,biological_process,,Unknown,
2647,msi2 gene rearrangement,biological_process,,Unknown,C5575855,biological_process,
2648,mtap gene deletion,biological_process,,Unknown,C5554617,biological_process,
2649,mtor inhibitors [moa],molecular_function,,Unknown,C1515672,molecular_function,
2650,mtor signaling pathway,biological_process,,Unknown,,Unknown,hsa04150
2652,mucosal hemorrhage,biological_process,,Unknown,C0854375,biological_process,
2653,mucus secretion,biological_process,GO:0070254,biological_process,,Unknown,
2654,multiorgan injury,biological_process,,Unknown,C0598906,biological_process,
2655,murein hydrolase activity,molecular_function,GO:0103028,molecular_function,,Unknown,
2657,muscarinic receptor binding,molecular_function,,Unknown,C1513761,molecular_function,
2658,muscle action,biological_process,,Unknown,C0920875,biological_process,
2659,muscle atrophy,biological_process,GO:0014889,biological_process,,Unknown,
2660,muscle contraction,biological_process|molecular_function,GO:0006936| GO:0000146,biological_process|molecular_function,,Unknown,
2661,muscle function,biological_process,,Unknown,C0231484,biological_process,
2662,muscle hypertrophy,biological_process,GO:0014896,biological_process,,Unknown,
2663,muscle organ development,biological_process,GO:0007517,biological_process,,Unknown,
2664,muscle tonus,biological_process,,Unknown,C0026841,biological_process,
2665,"musculoskeletal torsion, function",biological_process,,Unknown,C0040480,biological_process,
2667,"mutagenesis, site-directed",molecular_function,,Unknown,C0079870,molecular_function,
2668,mutant,molecular_function,,Unknown,C0596988,molecular_function,
2669,mutation,molecular_function,,Unknown,C0026882,molecular_function,
2670,mutation abnormality,molecular_function,,Unknown,C1705285| C0026882,Unknown,
2671,myc gene amplification,biological_process,,Unknown,C1515562,biological_process,
2672,mycolic acid biosynthetic process,biological_process,GO:0071768,biological_process,,Unknown,
2673,mycophenolic acid biosynthetic process,biological_process,GO:0140722,biological_process,,Unknown,
2674,mycothiol biosynthetic process,biological_process,GO:0010125,biological_process,,Unknown,
2675,mycothiol-dependent detoxification,biological_process,GO:0010127,biological_process,,Unknown,
2676,myd88 np_002459.2:p.l265p,molecular_function,,Unknown,C4288785,molecular_function,
2677,mydriatic effect,biological_process,,Unknown,C3179195,biological_process,
2678,myelination,biological_process,GO:0042552,biological_process,,Unknown,
2679,myeloproliferation,biological_process,,Unknown,C1513792,biological_process,
2680,myoblast differentiation,biological_process,GO:0045445,biological_process,,Unknown,
2681,myoblast fusion,biological_process,GO:0007520,biological_process,,Unknown,
2682,myocardial degeneration,biological_process,,Unknown,C0027046,biological_process,
2683,myocardial fibrosis,biological_process,,Unknown,C0151654,biological_process,
2684,myocardial hypertrophy,biological_process,,Unknown,C3495916,biological_process,
2685,myocardial reperfusion injury,biological_process,,Unknown,C0027055,biological_process,
2687,myofibroblast differentiation,biological_process,GO:0036446,biological_process,,Unknown,
2688,myosin heavy chain kinase activity,molecular_function,GO:0016905,molecular_function,,Unknown,
2689,myosin light chain kinase activity,molecular_function,GO:0004687,molecular_function,,Unknown,
2690,n-acetyl-beta-glucosaminyl-glycoprotein 4-beta-n-acetylgalactosaminyltransferase activity,molecular_function,GO:0033842,molecular_function,,Unknown,
2691,n-acetyllactosamine synthase activity,molecular_function,GO:0003945,molecular_function,,Unknown,
2692,n-methyltransferase activity,molecular_function,GO:0008170,molecular_function,,Unknown,
2693,n-myristoylation,molecular_function,,Unknown,C1513807,molecular_function,
2694,n4-(beta-n-acetylglucosaminyl)-l-asparaginase activity,molecular_function,GO:0003948,molecular_function,,Unknown,
2695,nad binding,molecular_function,GO:0051287| GO:0070403,molecular_function,,Unknown,
2696,nad biosynthetic process,biological_process,GO:0009435,biological_process,,Unknown,
2697,nad+ binding,molecular_function,GO:0070403,molecular_function,,Unknown,
2698,nad+ kinase activity,molecular_function,GO:0003951,molecular_function,,Unknown,
2699,nad-dependent histone deacetylase activity,molecular_function,GO:0017136,molecular_function,,Unknown,
2700,nadh dehydrogenase (ubiquinone) activity,molecular_function,GO:0008137,molecular_function,,Unknown,
