ORGANISM_ID,ORGANISM_NAME,NCBI_TEXONOMY_ID
3000,Litsea rubescens,344078
3001,Litsea acutivena,344083
3002,Neolitsea dealbata,344104
3003,Humicola insolens,34413
3004,Japanese goldthread,3442
3005,Negombata magnifica,344322
3006,Biemna,344323
3007,Azorella crenata,344360
3008,Lactarius,34444
3009,Cortinariaceae,34450
3010,Ganoderma boninense,34458
3011,Ganoderma pfeifferi,34464
3012,Patricia,344662
3013,Ganoderma tsugae,34467
3014,Ganoderma weberianum,34468
3015,Conidiobolus,34487
3016,Vibrio cholerae O395,345073
3017,Geranium thunbergii,345239
3018,Pieris oleracea,345712
3019,Zoanthus vietnamensis,345753
3020,Quambalaria cyanescens,345902
3021,Xanthomonas citri,346
3022,Amblyomma variegatum,34610
3023,Ixodes ricinus,34613
3024,Ditylenchus myceliophagus,346252
3025,brown dog tick,34632
3026,western predatory mite,34638
3027,Senna multijuga,346403
3028,California poppy,3467
3029,Papaver somniferum,3469
3030,Senna obtusifolia,346985
3031,Senna siamea,346999
3032,Xanthomonas oryzae,347
3033,Senna spectabilis,347003
3034,Leishmania major strain Friedlin,347515
3035,Centaurea pullata,347528
3036,Periploca <moth>,347720
3037,Rhizoctonia bataticola,348105
3038,hemp,3483
3039,common hop,3486
3040,Exophiala xenobiotica,348802
3041,jackfruit,3489
3042,Magnolia obovata,349509
3043,Osage orange,3496
3044,white mulberry,3498
3045,Maxillaria alba,350142
3046,Betula pendula,3505
3047,Stereocaulon alpinum,350623
3048,canoe birch,3507
3049,Asteropus,350938
3050,Morella cerifera,3510
3051,Mammalian orthoreovirus,351073
3052,Salinispora pacifica,351187
3053,Gaussia princeps H.Wendl. 1865,351363
3054,Rhodomela confervoides,35163
3055,Parabodo caudatus,351713
3056,Simian varicella virus,35246
3057,Woodchuck hepatitis virus,35269
3058,Human immunodeficiency virus 3,35274
3059,food pokeberry,3528
3060,Azotobacter chroococcum,353
3061,California encephalitis virus,35305
3062,Trypanosoma cruzi strain CL Brener,353153
3063,garden four-o'clock,3538
3064,Mansoa hirsuta,353998
3065,red palm weevil,354439
3066,Acronychia pedunculata,354485
3067,Melicope pteleifolia,354501
3068,Tetradium ruticarpum,354523
3069,Zanthoxylum nitidum,354528
3070,Trianthema,3547
3071,Argon,354775
3072,Aroma,354777
3073,Mogibacterium timidum,35519
3074,Daphnia magna,35525
3075,Polygala tenuifolia,355332
3076,toothed club-moss,355589
3077,Rhabditis sp.,35561
3078,stable fly,35570
3079,lamb's-quarters,3559
3080,spinach,3562
3081,Streptomyces mobaraensis,35621
3082,Hindu datura,35625
3083,Sandoricum koetjape,356285
3084,Amaranthus,3564
3085,Hepatitis C virus JFH-1,356411
3086,Hepatitis C virus (isolate NZL1),356415
3087,Mastomys coucha,35658
3088,Salmonella enterica subsp. enterica serovar Westhampton,356621
3089,Amaranthus caudatus,3567
3090,Naja naja,35670
3091,Agrobacterium,357
3092,Dianthus caryophyllus,3570
3093,Citrobacter amalonaticus,35703
3094,common soapwort,3572
3095,Thielavia terrestris,35720
3096,Myrmecina graminicola,357228
3097,Murine norovirus,357231
3098,Macrophomina,35724
3099,Cronobacter helveticus,357240
3100,Macrophomina phaseolina,35725
3101,Bacteroides dorei,357276
3102,Aspergillus westerdijkiae,357447
3103,Helicobacter pylori strain HPAG1,357544
3104,Enterococcus sp.,35783
3105,Angelica keiskei,357850
3106,Agrobacterium tumefaciens,358
3107,Bilophila wadsworthia,35833
3108,[Clostridium] aldenense,358742
3109,[Clostridium] citroniae,358743
3110,Japanese bunching onion,35875
3111,Lobophytum compactum,358775
3112,Lobophytum sarcophytoides,358784
3113,Sarcophyton crassocaule,358797
3114,Sarcophyton ehrenbergi,358800
3115,Sarcophyton elegans,358801
3116,Sarcophyton tortuosum,358808
3117,Japanese morning glory,35883
3118,Agrobacterium rhizogenes,359
3119,common garden peony,35924
3120,Japanese persimmon,35925
3121,Phasmarhabditis hermaphrodita,359295
3122,Podophyllum peltatum,35933
3123,black locust,35938
3124,Bupleurum marginatum,359514
3125,Staphylococcus aureus subsp. aureus str. JH1,359787
3126,Nageia nagi,36012
3127,Pichia kluyveri,36015
3128,Pichia dryadoides,36021
3129,Nakazawaea holstii,36025
3130,Corymbia torelliana,360304
3131,Saccharomycodes ludwigii,36035
3132,Lipomyces lipofer,36043
3133,Tuber,36048
3134,Fusarium poae,36050
3135,chanterelle,36066
3136,Ganoderma capense,36068
3137,Tomophagus colossus,36070
3138,Ganoderma fornicatum,36071
3139,Actinomadura melliaura,360723
3140,Ganoderma sinense,36075
3141,Mucor circinelloides,36080
3142,Pseudomonas savastanoi pv. savastanoi,360920
3143,Clavularia inflata,360968
3144,Carijoa,360971
3145,Rhytisma <soft coral>,360986
3146,Sinularia maxima,360988
3147,Capnella,360993
3148,Litophyton,360998
3149,Agrobacterium sp.,361
3150,Stereonephthya,361007
3151,Cespitularia,361028
3152,Bacillus cereus strain Q1,361100
3153,Polysphondylium filamentosum,361132
3154,Gyrophyllum,361164
3155,Pteroeides,361167
3156,Paraminabea,361171
3157,Vitex negundo,361442
3158,Fagopyrum esculentum,3617
3159,Antarctic icefish,36188
3160,garden rhubarb,3621
3161,baboon,36229
3162,Rhaponticum carthamoides,362630
3163,Human immunodeficiency virus type 1 (isolate YU2),362651
3164,Actinidia deliciosa,3627
3165,Senna tora,362788
3166,Erithacus,36283
3167,Abutilon,3630
3168,Deinagkistrodon acutus,36307
3169,Indian mallow,3631
3170,Boerhavia erecta,363203
3171,Plasmodium falciparum 3D7,36329
3172,Gossypium,3633
3173,Plasmodium ovale,36330
3174,Pythium irregulare,36331
3175,Egyptian cotton,3634
3176,Centaurea spinosa,363453
3177,upland cotton,3635
3178,cacao,3641
3179,Cetacean morbillivirus,36410
3180,Pestalotiopsis sp.,36460
3181,Streptococcus sp. 'group A',36470
3182,Cricetinae gen. sp.,36483
3183,mamon,3649
3184,Geobacillus phage GBSV1,365048
3185,Influenza A virus (A/chicken/Yogjakarta/BBVet-IX/2004(H5N1)),365124
3186,Vateria copallifera,365568
3187,Oriental melon,3656
3188,cucumber,3659
3189,Palla,366134
3190,lacayote,3662
3191,Pseudocydonia sinensis,36622
3192,Cucurbita pepo,3663
3193,Neosartorya fischeri,36630
3194,Penicillium thomii,36647
3195,Talaromyces aculeatus,36649
3196,Penicillium digitatum,36651
3197,Penicillium commune,36653
3198,Penicillium aurantiogriseum,36655
3199,Penicillium crustosum,36656
3200,Formicidae,36668
3201,bottle gourd,3668
3202,Neurospora crassa 74-OR23-1V A,367110
3203,Momordica charantia,3673
3204,Ophiorrhiza japonica,367363
3205,Momordica cochinchinensis,3674
3206,Dermabacter hominis,36740
3207,Pseudomonas cichorii,36746
3208,Orobanche minor,36748
3209,tian hua fen,3677
3210,sprouting broccoli,36774
3211,Gaeumannomyces graminis var. tritici,36779
3212,Staphylococcus aureus subsp. aureus str. USA300,367830
3213,Corynebacterium bovis,36808
3214,Mycobacterium abscessus,36809
3215,Clostridium botulinum A,36826
3216,Poa pratensis subsp. pratensis,368382
3217,Terrisporobacter glycolicus,36841
3218,[Clostridium] rectum,36851
3219,Aschersonia confluens,368619
3220,Porphyromonas cangingivalis,36874
3221,Porphyromonas canoris,36875
3222,Clavispora lusitaniae,36911
3223,Dinoponera gigantea,369123
3224,Dorymyrmex elegans,369126
3225,Diaporthe,36922
3226,Tor sinensis,369631
3227,Botryllus tyreus,369705
3228,Salinispora tropica strain CNB-440,369723
3229,Formosan subterranean termite,36987
3230,eastern subterranean termite,36989
3231,Pyrrhocoris apterus,37000
3232,Arabidopsis,3701
3233,thale-cress,3702
3234,horseradish,3704
3235,brown mustard,3707
3236,oilseed rape,3708
3237,Aschersonia paraphysata,370937
3238,Isochrysis galbana,37099
3239,Chikungunya virus strain S27-African prototype,371094
3240,field mustard,3711
3241,Brassica oleracea,3712
3242,Chikungunya virus,37124
3243,Ferula gummosa,371349
3244,Ferula penninervis,371379
3245,cabbage,3716
3246,Mycobacterium avium complex,37162
3247,Opuntia ficus-indica,371859
3248,Capsella bursa-pastoris,3719
3249,Ulospora bilgramii,372062
3250,Crambe crambe,3722
3251,Raphanus sativus,3726
3252,Gustavia hexapetala,372738
3253,Sinapis alba,3728
3254,Human herpesvirus 8,37296
3255,Gambierdiscus toxicus,373098
3256,Streptococcus pneumoniae D39,373153
3257,Branchiostoma japonicum,373177
3258,Diplotaxis erucoides,3732
3259,Nocardia brasilensis,37326
3260,Nocardia carnea,37328
3261,Nocardia farcinica,37329
3262,Nocardia nova,37330
3263,Conocybe siliginea,373326
3264,Nocardia transvaalensis,37333
3265,Athalia,37343
3266,Athalia rosae,37344
3267,Moringa oleifera,3735
3268,Plasmodiophora brassicae,37360
3269,Stereocaulon sasakii,373710
3270,tomatillo,374031
3271,sapote,3741
3272,Penicillium terrestre,374132
3273,Ophioglossum petiolatum,37426
3274,Phoma,37463
3275,strawberry,3747
3276,Bradyrhizobium japonicum,375
3277,apple tree,3750
3278,Maackia amurensis,37501
3279,Theonella,37504
3280,Theonella swinhoei,37505
3281,Ianthella,375145
3282,Ianthella basta,375146
3283,Aplysinella rhax,375147
3284,Pseudoceratina arabica,375148
3285,Verongula rigida,375149
3286,Myrciaria cauliflora,375264
3287,southern armyworm,37547
3288,sweet almond,3755
3289,Saprolegnia monoica,37553
3290,common rue,37565
3291,Papilionoidea,37572
3292,Morus,37577
3293,Prunus domestica,3758
3294,Lychnophora salicifolia,375932
3295,Prunus persica,3760
3296,Corynebacterium pseudodiphtheriticum,37637
3297,Citrus x paradisi,37656
3298,Phalaris canariensis,376798
3299,hardy orange,37690
3300,Bromus diandrus,37722
3301,Aleuritopteris squamosa,377226
3302,Talaromyces marneffei,37727
3303,Assa,377306
3304,Enterococcus casseliflavus,37734
3305,Machaerium,377526
3306,Escherichia coli B,37762
3307,Cryptococcus gattii VGI,37769
3308,Curcuma heyneana,378295
3309,Pestalotiopsis,37840
3310,Heterorhabditis bacteriophora,37862
3311,Achaea janata,378752
3312,Rhytidhysteron rufulum,37885
3313,Rhizobium,379
3314,Caldalkalibacillus,379065
3315,Rhodococcus opacus,37919
3316,Arthrobacter crystallopoietes,37928
3317,Arthrobacter protophormiae,37930
3318,Curcuma mangga,379528
3319,Conus ferrugineus,379542
3320,Xylaria,37991
3321,Beauveria felina,37994
3322,Engyodontium album,37998
3323,Angiococcus disciformis,38
3324,Tolypocladium cylindrosporum,38005
3325,marmosets,38020
3326,pea family,3803
3327,Chaetomium globosum,38033
3328,leaf blotch of barley,38038
3329,Callosobruchus analis,380381
3330,camel's foot tree,3806
3331,Cyathus africanus,380649
3332,Aspergillus niger ATCC 1015,380704
3333,corn,381124
3334,Deroceras panormitanum,381125
3335,Albizia julibrissin,3813
3336,Influenza A virus (A/USSR/90/1977(H1N1)),381516
3337,Influenza A virus (A/Wilson-Smith/1933(H1N1)),381518
3338,Bolbostemma paniculatum,381652
3339,Stypopodium flabelliforme,381694
3340,ground-nut,3818
3341,Sinorhizobium meliloti,382
3342,jack bean,3823
3343,monkeyfruit,382341
3344,Cicer arietinum,3827
3345,Influenza A virus (A/RI/5+/1957(H2N2)),382827
3346,Influenza A virus (A/WSN/1933(H1N1)),382835
3347,Corynebacterium accolens,38284
3348,Corynebacterium jeikeium,38289
3349,Crotalaria juncea,3829
3350,Photobacterium damselae subsp. piscicida,38294
3351,Corynebacterium minutissimum,38301
3352,Shewanella algae,38313
3353,Bartonella henselae,38323
3354,Toxoplasma gondii RH,383379
3355,Influenza A virus (A/Memphis/1/1971(H3N2)),383586
3356,Rhizobium leguminosarum,384
3357,coral tree,3843
3358,Neolitsea aciculata,384321
3359,Monilinia fructicola,38448
3360,ci tong,3845
3361,Sclerotinia minor,38451
3362,Monilinia fructigena,38457
3363,Micrococcus flavus,384602
3364,soybeans,3847
3365,Sclerotinia homoeocarpa,38483
3366,Sclerotium cepivorum,38492
3367,Rhus taitensis,384978
3368,Hara,385297
3369,Influenza A virus (A/duck/Ukraine/1/1963(H3N8)),385580
3370,Influenza A virus (A/budgerigar/Hokkaido/1/1977(H4N6)),385587
3371,Influenza A virus (A/udorn/1972(H3N2)),385599
3372,Lathyrus sativus,3860
3373,Lens culinaris,3864
3374,Lupinus albus,3870
3375,Influenza A virus (A/Aichi/2/1968(H3N2)),387139
3376,Manila grass,38722
3377,Panicum virgatum,38727
3378,Medicago sativa,3879
3379,Medicago truncatula,3880
3380,Halys,388043
3381,Luffa operculata,388295
3382,Banzi virus,38837
3383,Phaseolus lunatus,3884
3384,Euphorbia dendroides,38845
3385,Euphorbia peplus,38846
3386,kidney bean,3885
3387,yellow gentian,38851
3388,Cyperus iria,388567
3389,Nuphar pumila,38861
3390,durmast oak,38865
3391,Salvia officinalis,38868
3392,Salvia sclarea,38869
3393,Fraxinus excelsior,38873
3394,pea,3888
3395,kudzu vine,3893
3396,Flammulina velutipes,38945
3397,white clover,3899
3398,Enterovirus A71,39054
3399,unidentified herpesvirus,39059
3400,Vicia faba,3906
3401,Diaphania,390976
3402,Glaucidium palmatum,39106
3403,azuki bean,3914
3404,black gram,3915
3405,Methanococcus maripaludis,39152
3406,green gram,3916
3407,cowpea,3917
3408,Corticium,39180
3409,Hamigera,39196
3410,Agastache rugosa,39271
3411,Athelia rolfsii,39291
3412,Dracocephalum ruyschiana,39297
3413,Hamigera avellanea,39317
3414,Pestalotiopsis calabae,393280
3415,Pestalotiopsis fici,393283
3416,Lavandula angustifolia,39329
3417,sweet balm,39338
3418,sweet basil,39350
3419,Origanum vulgare,39352
3420,Paulownia tomentosa,39353
3421,Perovskia abrotanoides,39354
3422,Prunella vulgaris,39358
3423,Rosmarinus officinalis,39367
3424,Sphaerechinus granularis,39374
3425,Temnopleurus hardwickii,39384
3426,Candida sake,39397
3427,Curvularia brachyspora,39400
3428,Pyxidicoccus fallax,394095
3429,Hyalangium minutum,394096
3430,Phialophora verrucosa,39412
3431,Plantago lanceolata,39414
3432,Amycolatopsis saalfeldensis,394193
3433,Carnation Italian ringspot virus,39443
3434,Prorocentrum lima,39448
3435,Floricola striata,394658
3436,Eubacterium contortum,39482
3437,Eubacterium cylindroides,39483
3438,[Eubacterium] rectale,39491
3439,Eriophorum scheuchzeri,395292
3440,Zasmidium,395590
3441,Penicillium granulatum,395885
3442,Aspergillus ruber,396024
3443,Rhazya stricta,396313
3444,Cereus <sea anemone>,396343
3445,Eunicella verrucosa,396355
3446,Scutellaria barbata,396367
3447,Elephantopus scaber,396369
3448,Macaranga alnifolia,396448
3449,Macaranga barteri,396451
3450,Macaranga monandra,396468
3451,Macaranga schweinfurthii,396473
3452,Macaranga siamensis,396474
3453,Mallotus oppositifolius,396489
3454,Mallotus resinosus,396494
3455,Symphyocladia latiuscula,396806
3456,Tapirira guianensis,397177
3457,European mistletoe,3972
3458,Centipeda minima,397370
3459,Thiomicrospira crunogena,39765
3460,Veillonella dispar,39778
3461,Aphrocallistes beatrix,398365
3462,Botryosphaeria berengeriana,398386
3463,Lepidium didymum,398450
3464,Trichoderma gamsii,398673
3465,castor bean,3988
3466,Silene noctiflora,39899
3467,Euphorbia dulcis,3992
3468,leafy spurge,3993
3469,Japanese rice,39947
3470,Dialister,39948
3471,Dialister pneumosintes,39950
3472,Jatropha multifida,3996
3473,Burma mangrove,39984
3474,Dirca palustris,39989
3475,Streptococcus equi zooepidemicus,40041
3476,Lysinibacillus,400634
3477,Acinetobacter baumannii ATCC 17978,400667
3478,Pomacea canaliculata,400727
3479,sugarcane borer,40085
3480,Neurospora sitophila,40126
3481,varnish tree,4013
3482,Tricholoma,40144
3483,Anagrus,401871
3484,Macrorhynchia philippina,401965
3485,Fusarium avenaceum,40199
3486,Acinetobacter johnsonii,40214
3487,Acinetobacter junii,40215
3488,Acinetobacter radioresistens,40216
3489,Dentitheca habereri,402235
3490,Acer saccharum,4024
3491,Actinomycetospora,402649
3492,Sporothrix albicans,402873
3493,Penicillium italicum,40296
3494,Allamanda schottii,403096
3495,zonal pelargonium,4031
3496,Streptomyces nodosus,40318
3497,Stenotrophomonas,40323
3498,Stenotrophomonas maltophilia,40324
3499,Trichostrongylus axei,40349
3500,Echis carinatus,40353
3501,Fonsecaea,40354
3502,Fonsecaea pedrosoi,40355
3503,Scopulariopsis,40374
3504,arsenic fungus,40375
3505,Aspergillus glaucus,40379
3506,Aspergillus ochraceus,40380
3507,Aspergillus unguis,40381
3508,Aspergillus ustus,40382
3509,Caragana sinica,403832
3510,Delisea pulchra,40385
3511,carrot,4039
3512,Cryptococcus neoformans var. neoformans,40410
3513,Chrysosporium,40411
3514,Antrodia,40415
3515,Bondarzewia,40421
3516,Bondarzewia montana,40423
3517,Cryptoporus volvatus,40431
3518,Daedalea,40436
3519,Daedalea quercina,40437
3520,Apium graveolens,4045
3521,Corydalis ambigua,404569
3522,Inonotus,40468
3523,Niebla,404708
3524,Phellinus igniarius,40472
3525,Phaeolus schweinitzii,40476
3526,Fomitopsis pinicola,40483
3527,Stereum hirsutum,40492
3528,cardinal fritillary,405018
3529,[Ruminococcus] obeum,40520
3530,Alicyclobacillus acidocaldarius,405212
3531,Piper cubeba,405322
3532,Panax ginseng,4054
3533,Sutterella wadsworthensis,40545
3534,Botrytis cinerea,40559
3535,old-maid,4058
3536,Sphaerophorus,40599
3537,Turbo stenogyrus,406001
3538,Phyllodium pulchellum,406422
3539,Plectosphaerella cucumerina,40658
3540,Calotropis gigantea,4066
3541,mammals,40674
3542,Gymnema sylvestre,4068
3543,Frankliniella fusca,407009
3544,Capsicum,4071
3545,Capsicum annuum,4072
3546,Warionia saharae,40727
3547,bird pepper,4073
3548,Karlodinium veneficum,407301
3549,Ipomopsis aggregata,40742
3550,sacred datura,4075
3551,common thornapple,4076
3552,stinking-nightshade,4079
3553,Neofusicoccum,407951
3554,Solanum lycopersicum,4081
3555,Mycoplana ramosa,40837
3556,goutweed,40902
3557,dill,40922
3558,Rhopalosiphum padi,40932
3559,Nicotiana tabacum,4097
3560,Aspergillus candidus,41067
3561,Solanum,4107
3562,Oriental tea tortrix,410822
3563,eggplant,4111
3564,Solanum nigrum,4112
3565,potato,4113
3566,seven-spotted lady beetle,41139
3567,Anaerococcus murdochii,411577
3568,morning-glory family,4118
3569,Ipomoea,4119
3570,Silene fortunei,411984
3571,sweet potato,4120
3572,Ewingella americana,41202
3573,common morning-glory,4121
3574,Syphacia obvelata,412127
3575,Convolvulus arvensis,4123
3576,garden sorrel,41241
3577,Mycena,41247
3578,Mycosphaerella,41254
3579,Didymella pinodes,41255
3580,Brevundimonas,41275
3581,Aspergillus niveus,41281
3582,Burkholderia rhizoxinica,412963
3583,Yersinia sp.,41315
3584,Microsphaeropsis arundinis,413604
3585,Puccinia graminis f. tritici,413621
3586,Diospyros maritima,413758
3587,Chinese motherwort,4138
3588,Eimeria tenella strain Houghton,413949
3589,Clostridium botulinum A str. ATCC 3502,413999
3590,Aspergillus pseudoglaucus,41409
3591,Olea europaea,4146
3592,hardheads,41466
3593,Catenulispora,414878
3594,Silpha perforata,414923
3595,Nicrophorus concolor,414949
3596,common marigold,41496
3597,Pseudonocardia carboxydivorans,415010
3598,bachelor's-button,41522
3599,Canada thistle,41550
3600,mum,41568
3601,Reseda luteola,415813
3602,Angophora woodsiana,415881
3603,Cissus rotundifolia,416102
3604,Crataegus dahurica,416283
3605,common foxglove,4164
3606,Penicillium antarcticum,416450
3607,Rhexia parviflora,416629
3608,Scedosporium,41687
3609,Lactococcus lactis subsp. cremoris strain MG1363,416870
3610,Scedosporium prolificans,41688
3611,Photuris pennsylvanica,41716
3612,Emericella rugulosa,41736
3613,Aspergillus puniceus,41744
3614,Nandina domestica,41776
3615,Stauntonia hexaphylla,41788
3616,Candida nivariensis,418086
3617,hu ma,4182
3618,Ainsliaea fragrans,418257
3619,Umbelopsis ramanniana,41833
3620,Conocephalum conicum,41839
3621,hai er shen,418402
3622,Influenza A virus H3N2,41857
3623,Barleria prionitis,4189
3624,Pleurochrysis roscoffensis,418908
3625,Aspergillus flavipes,41900
3626,kamraj,41913
3627,Shuttle vector pANFluc,419244
3628,Ochrobactrum pseudogrignonense,419475
3629,Ruminococcus sp.,41978
3630,Agromyces mediolanus,41986
3631,Mycobacterium tuberculosis strain H37Ra,419947
3632,Henosepilachna vigintioctopunctata,420089
3633,Hepatitis C virus isolate HC-J4,420174
3634,Sambucus nigra,4202
3635,Absidia pseudocylindrospora,420594
3636,Pneumocystis jirovecii,42068
3637,Diplodia seriata,420778
3638,Pythium vexans,42099
3639,Asteraceae,4210
3640,common ragweed,4212
3641,Litomosoides sigmodontis,42156
3642,Onchocerca ochengi,42157
3643,Cyperus difformis,421870
3644,Carthamus tinctorius,4222
3645,sweet cherry,42229
3646,Streptomyces acidiscabiei,42234
3647,Flaveria bidentis,4224
3648,Hypocrella,42305
3649,sunflowers,4231
3650,Helianthus annuus,4232
3651,Jerusalem artichoke,4233
3652,beggar-ticks,42337
3653,Phoenix dactylifera,42345
3654,Lactuca sativa,4236
3655,Daldinia,42360
3656,Daldinia concentrica,42361
3657,Hirsutella,42367
3658,Camarops,42370
3659,Candida dubliniensis,42374
3660,Sigmodon,42414
3661,hispid cotton rat,42415
3662,Culex pipiens pallens,42434
3663,Salvia chinensis,424420
3664,Salvia plebeia,424424
3665,Lichtheimia corymbifera,42458
3666,Piper obliquum,425162
3667,Fusarium oxysporum f. sp. dianthi,42551
3668,Prevotella nanceiensis,425941
3669,Tetragonopterus,42598
3670,Staphylococcus aureus subsp. aureus str. Newman,426430
3671,Fusarium udum,42665
3672,Fusarium proliferatum,42674
3673,Fusarium subglutinans,42677
3674,Chromobacterium viscosum,42739
3675,Fusarium heterosporum,42747
3676,Gelsemium elegans,427660
3677,Enterovirus D68,42789
3678,Anas sp.,42806
3679,bunchberry,4282
3680,Commelina diffusa,428226
3681,Murdannia keisak,428252
3682,Cornus florida,4283
3683,Cacopsylla melanoneura,428564
3684,Staphylococcus lentus,42858
3685,Streptomyces chromofuscus,42881
3686,Enterobacter sp.,42895
3687,Serratia entomophila,42906
3688,Holarrhena curtisii,429266
3689,Cullen corylifolium,429560
3690,Tilletia indica,43049
3691,Actinomadura miaoliensis,430685
3692,Persicaria lapathifolia,430754
3693,Torula,430997
3694,Tissierella praeacuta,43131
3695,Anopheles darlingi,43151
3696,Sylvia,43162
3697,sour orange,43166
3698,Ipomoea hederacea,43178
3699,Porphyromonas gingivalis str. ATCC 33277,431947
3700,Arcangelisia gusanlung,432629
3701,Gnidia <daddy-longlegs>,43298
3702,Mycobacterium peregrinum,43304
3703,Aesculus hippocastanum,43364
3704,Anastrepha serpentina,43388
3705,Acetobacter,434
3706,Proserpinaca palustris,434573
3707,Hintonia latiflora,43501
3708,jungle-flame,43503
3709,Morinda citrifolia,43522
3710,Tubifera,435427
3711,Uncaria rhynchophylla,43575
3712,Human herpesvirus 8 type M,435895
3713,Arnica montana,436207
3714,green leafhopper,436393
3715,Hyattella,436463
3716,Pseudoalteromonas rubra,43658
3717,Arthrobacter aurescens,43663
3718,Raspailia,436703
3719,Jonesia denitrificans,43674
3720,Rothia mucilaginosa,43675
3721,Melia dubia,43709
3722,Eunicea mammosa,437161
3723,Harrisonia perforata,43717
3724,Brucea mollis,43723
3725,Quassia amara,43725
3726,Cnaphalocrocis medinalis,437488
3727,Corynebacterium amycolatum,43765
3728,Rhodococcus equi,43767
3729,Corynebacterium striatum,43770
3730,Corynebacterium ureailyticum,43771
3731,Cercospora sojina,438356
3732,Aesculus pavia,43872
3733,Podospora communis,438773
3734,Peganum harmala,43879
3735,Copris tripartitus,438892
3736,Swietenia macrophylla,43891
3737,Cipadessa baccifera,43897
3738,Mucor flavus,439312
3739,Dipodascus capitatus,43960
3740,Clavelina moluccensis,439815
3741,Brassica rapa subsp. chinensis,439823
3742,Geotrichum,43987
3743,sweet gum,4400
3744,Caldicellulosiruptor saccharolyticus,44001
3745,Mycobacterium conspicuum,44010
3746,Glossina,44049
3747,Darwinella,440589
3748,Mycoplasma mycoides subsp. mycoides SC,44101
3749,Laggera alata,441197
3750,Hexacentrus japonicus,441225
3751,Montana,441235
3752,Saga,441239
3753,Human rhinovirus A21,44128
3754,Human rhinovirus A29,44129
3755,Human rhinovirus A50,44132
3756,Human rhinovirus A7,44136
3757,Human rhinovirus B72,44137
3758,Clostridium botulinum A strain Hall,441771
3759,Acanella arbuscula,44213
3760,Argentina sphyraena,442169
3761,Paenibacillus alvei,44250
3762,Leishmania mexicana mexicana,44270
3763,Leishmania chagasi,44271
3764,Leptospira interrogans serovar Pomona,44276
3765,Pasteurella multocida multocida,44283
3766,Protodendron,44305
3767,Indiann lotus,4432
3768,Toona sinensis,443222
3769,Phytoseiulus persimilis,44414
3770,Eimeria mitis,44415
3771,Camellia sinensis,4442
3772,common camellia,4443
3773,Mycobacterium avium avium,44454
3774,Phyllotreta striolata,444603
3775,Iris,444649
3776,Salmonella enterica subsp. enterica serovar Setubal,44469
3777,Legionella,445
3778,Sagittaria sagittifolia,4451
3779,Clostridium botulinum strain Bf,445336
3780,Alocasia macrorrhizos,4456
3781,san-qi,44586
3782,Legionella pneumophila,446
3783,Paepalanthus geniculatus,446063
3784,creeping prickly-pear,446152
3785,sweet flag,4465
3786,Trichophyton longifusum,446639
3787,Sitobion avenae,44664
3788,Panax stipuleanatus,44682
3789,Japanese ginseng,44685
3790,Dictyostelium discoideum,44689
3791,Seimatosporium discosioides,446939
3792,Hemsleya endecaphylla,447115
3793,Lemna minor,4472
3794,Desulfovibrio fairfieldensis,44742
3795,Corynebacterium auris,44750
3796,Epilachna varivestis,447619
3797,grass family,4479
3798,Microcystis viridis,44822
3799,Parazoanthus,44924
3800,Parazoanthus axinellae,44925
3801,Gnetum africanum,44929
3802,Microcystis aeruginosa NIES-88,449441
3803,Monochoria vaginalis,44972
3804,oat,4498
3805,Tacca plantaginea,44982
3806,Avena fatua,4499
3807,Dalbergia frutescens,450026
3808,autumn-crocus,45005
3809,Swartzia polyphylla,450104
3810,Brevibacterium frigoritolerans,450367
3811,Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920,450388
3812,Pimpinella brachycarpa,45043
3813,Coix lacryma-jobi,4505
3814,cocksfoot,4509
3815,Eleusine coracana,4511
3816,Hordeum vulgare,4513
3817,Bipolaris sorokiniana,45130
3818,Botryosphaeria,45132
3819,Lasiodiplodia theobromae,45133
3820,Neofusicoccum ribis,45134
3821,Setosphaeria rostrata,45150
3822,Pyrenophora tritici-repentis,45151
3823,Muntingia calabura,45164
3824,tree peony,45171
3825,Italian ryegrass,4521
3826,Guanarito virus,45219
3827,Lolium perenne,4522
3828,Cordyceps,45234
3829,Streptomyces scopuliridis,452529
3830,Sarocladium kiliense,45277
3831,Oryza sativa,4530
3832,Lewia infectoria,45303
3833,red maple,45314
3834,Schisandra arisanensis,453241
3835,Viburnum awabuki,453244
3836,Candida intermedia,45354
3837,Candida haemulonis,45357
3838,Sporochnus comosus,45367
3839,European silver fir,45372
3840,Kopsia arborea,453901
3841,Heliotropium huascoense,454099
3842,Heliotropium sinuatum,454107
3843,cattail millet,4543
3844,Poa pratensis,4545
3845,Sambucus racemosa subsp. sieboldiana,45463
3846,Teladorsagia circumcincta,45464
3847,Secale cereale,4550
3848,quiabo,455045
3849,Pichia nakazawae,45506
3850,Candida aaseri,45518
3851,foxtail millet,4555
3852,Setaria viridis,4556
3853,Sorghum,4557
3854,Candida palmioleophila,45574
3855,Sorghum bicolor,4558
3856,Scheffersomyces shehatae,45589
3857,Candida stellata,45594
3858,Candida tenuis,45596
3859,Johnson grass,4560
3860,Xanthomonas euvesicatoria,456327
3861,Canadian hard winter wheat,4565
3862,Cyathobasis fruticulosa,456977
3863,Rhizoctonia solani,456999
3864,Rhizoctonia solani AG4,457000
