GENE_ID,GENE_NAME,UMLS_ID,UMLS_NAME,UNIPROT_GENE_NAME,NCBI_GENE_ID
9821,iho1,,,iho1,
9822,mest,,,mest,
9823,usb1,,,usb1,
9824,polr2a,,,polr2a,
9825,ltn1,,,ltn1,
9826,icl,,,icl,
9827,"NR1H3 gene| NR1H3 protein, human| nuclear receptor subfamily 1, group H, member 3",C0297439,"NR1H3 gene| NR1H3 protein, human| nuclear receptor subfamily 1, group H, member 3",,
9828,kmt2a,,,kmt2a,
9829,spib,,,spib,
9830,yycn,,,yycn,
9831,uso1,,,uso1,
9832,larp4,,,larp4,
9833,pyrh,,,pyrh,
9834,ybdr,,,ybdr,
9835,rnha,,,rnha,
9836,il4r,,,il4r,
9837,ureef,,,ureef,
9838,sbal_2793,,,sbal_2793,
9839,rragd,,,rragd,
9840,bmp8a,,,bmp8a,
9841,fam72a,,,fam72a,
9842,hel-s-92n,,,hel-s-92n,
9843,ccsa,,,ccsa,
9844,dlst,,,dlst,
9845,COL17A1 wt Allele,C5575355,COL17A1 wt Allele,,
9846,aare,,,aare,
9847,fgf5a,,,fgf5a,
9848,hoxa6,,,hoxa6,
9849,aael009382,,,aael009382,
9850,dkfzp564g2272,,,dkfzp564g2272,
9851,hex1,,,hex1,
9852,pa2578,,,pa2578,
9853,dnajb1,,,dnajb1,
9854,arabinosyltransferase,C0530903,arabinosyltransferase,,
9855,maged2,,,maged2,
9856,rbm5,,,rbm5,
9857,hel-s-129m,,,hel-s-129m,
9858,exoc2,,,exoc2,
9859,polr2h,,,polr2h,
9860,e2f1,,,e2f1,
9861,slc40a1,,,slc40a1,
9862,SPTA1 wt Allele| HPP1 gene,C3470489,SPTA1 wt Allele| HPP1 gene,,
9863,nos3,,,nos3,
9864,hpcal1,,,hpcal1,
9865,dkfzp686n2325,,,dkfzp686n2325,
9866,mpac',,,mpac',
9867,adgra1,,,adgra1,
9868,taldo1,,,taldo1,
9869,cgl2355,,,cgl2355,
9870,maoa,,,maoa,
9871,aagab,,,aagab,
9872,mt-co1,,,mt-co1,
9873,ompc,,,ompc,
9874,wdr4,,,wdr4,
9875,tp_0991,,,tp_0991,
9876,renbp,,,renbp,
9877,ptgs2,,,ptgs2,
9878,ccdc146,,,ccdc146,
9879,"Alpha-1B Adrenergic Receptor, human| adrenergic receptor alpha(1b)",C0291339,"Alpha-1B Adrenergic Receptor, human| adrenergic receptor alpha(1b)",,
9880,PPYR1 protein,C0668788,PPYR1 protein,,
9881,mmp9,,,mmp9,
9882,ppp1r1a,,,ppp1r1a,
9883,oter_1924,,,oter_1924,
9884,crygd,,,crygd,
9885,DNA Repair Gene,C1333237,DNA Repair Gene,,
9886,sec11,,,sec11,
9887,entpd5,,,entpd5,
9888,patb,,,patb,
9889,c1orf131,,,c1orf131,
9890,syndig1,,,syndig1,
9891,ptgdr,,,ptgdr,
9892,TMX2-CTNND1 gene,C3470113,TMX2-CTNND1 gene,,
9893,atp10d,,,atp10d,
9894,btn2a2,,,btn2a2,
9895,tif2,,,tif2,
9896,il6r,,,il6r,
9897,c19orf53,,,c19orf53,
9898,Glycogen Synthase Kinase 3,C0244989,Glycogen Synthase Kinase 3,,
9899,gon-2,,,gon-2,
9900,atg13,,,atg13,
9901,ppp3cb,,,ppp3cb,
9902,mrrf,,,mrrf,
9903,tpcc,,,tpcc,
9904,Serum Proteins,C0036825,Serum Proteins,,
9905,gng5,,,gng5,
9906,jmjd1c,,,jmjd1c,
9907,vc_a1059,,,vc_a1059,
9908,capza2,,,capza2,
9909,ucsb,,,ucsb,
9910,zbtb20,,,zbtb20,
9911,prdm1,,,prdm1,
9912,emid1,,,emid1,
9913,rnpepl1,,,rnpepl1,
9914,stf,,,stf,
9915,flj10035,,,flj10035,
9916,mvan_4549,,,mvan_4549,
9917,mra_0739,,,mra_0739,
9918,ervwe1,,,ervwe1,
9919,ube2d4,,,ube2d4,
9920,aqp2,,,aqp2,
9921,myh6,,,myh6,
9922,rv0769,,,rv0769,
9923,"Integrin AlphaV/Beta3, human",C5441899,"Integrin AlphaV/Beta3, human",,
9924,ifitm1,,,ifitm1,
9925,ul122,,,ul122,
9926,ppzg,,,ppzg,
9927,tnc,,,tnc,
9928,mybph,,,mybph,
9929,orf653,,,orf653,
9930,nr3c4,,,nr3c4,
9931,kctd16,,,kctd16,
9932,Histidine Kinase,C0072399,Histidine Kinase,,
9933,defb119,,,defb119,
9934,rbmy1d,,,rbmy1d,
9935,ush2a,,,ush2a,
9936,sell,,,sell,
9937,fgf7,,,fgf7,
9938,camkk2,,,camkk2,
9939,wbdd,,,wbdd,
9940,nedd8,,,nedd8,
9941,cyp105,,,cyp105,
9942,cher3,,,cher3,
9943,shmt-2,,,shmt-2,
9944,strn,,,strn,
9945,acu-3,,,acu-3,
9946,dnajc7,,,dnajc7,
9947,pan3,,,pan3,
9948,mk0941,,,mk0941,
9949,snai1,,,snai1,
9950,kmt5b,,,kmt5b,
9951,cab4,,,cab4,
9952,txk,,,txk,
9953,aminoethoxyvinylglycine,C0256591,aminoethoxyvinylglycine,,
9954,gpr141,,,gpr141,
9955,mtfr1,,,mtfr1,
9956,"Receptor, Serotonin, 5-HT1B",C0535025,"Receptor, Serotonin, 5-HT1B",,
9957,trpv5,,,trpv5,
9958,orf129,,,orf129,
9959,mmarc7_1414,,,mmarc7_1414,
9960,vhll,,,vhll,
9961,rab30,,,rab30,
9962,col14a1,,,col14a1,
9963,hmgcr,,,hmgcr,
9964,"Receptors, Natural Cytotoxicity Triggering",C2350479,"Receptors, Natural Cytotoxicity Triggering",,
9965,farsa,,,farsa,
9966,fabl,,,fabl,
9967,pc06g01770,,,pc06g01770,
9968,cmahp,,,cmahp,
9969,cnsi,,,cnsi,
9970,mm_0789,,,mm_0789,
9971,paag_07327,,,paag_07327,
9972,gta-1,,,gta-1,
9973,ubenimex,C0053355,ubenimex,,
9974,gstt1,,,gstt1,
9975,rpl9p9,,,rpl9p9,
9976,ct0609,,,ct0609,
9977,tmem86a,,,tmem86a,
9978,gpr37l1,,,gpr37l1,
9979,"Cyclic AMP-Dependent Protein Kinases| Protein Kinase A, human",C0010531,"Cyclic AMP-Dependent Protein Kinases| Protein Kinase A, human",,
9980,kif5,,,kif5,
9981,tpgs2,,,tpgs2,
9982,swit_1693,,,swit_1693,
9983,rbsk,,,rbsk,
9984,SRC wt Allele,C1705997,SRC wt Allele,,
9985,plagl2,,,plagl2,
9986,lilra3,,,lilra3,
9987,beta-lactamase IMP-1,C0914795,beta-lactamase IMP-1,,
9988,jrk,,,jrk,
9989,sco5087,,,sco5087,
9990,bcas1,,,bcas1,
9991,smc4,,,smc4,
9992,tyrobp,,,tyrobp,
9993,ggps1,,,ggps1,
9994,pigs,,,pigs,
9995,nme6,,,nme6,
9996,mra_0733,,,mra_0733,
9997,c1orf210,,,c1orf210,
9998,syp,,,syp,
9999,vi,,,vi,
10000,rpl14,,,rpl14,
10001,asta,,,asta,
10002,rpl19,,,rpl19,
10003,speb,,,speb,
10004,ate,,,ate,
10005,pxmt1,,,pxmt1,
10006,sox3,,,sox3,
10007,blap,,,blap,
10008,spapb24d3.08c,,,spapb24d3.08c,
10009,HIV Protease,C0079522,HIV Protease,,
10010,"glutathione S-transferase pi| GSTP1 protein, human",C0537086,"glutathione S-transferase pi| GSTP1 protein, human",,
10011,and_009348,,,and_009348,
10012,fa2h,,,fa2h,
10013,nkrf,,,nkrf,
10014,plekha7,,,plekha7,
10015,abcc6,,,abcc6,
10016,osm,,,osm,
10017,p/x,,,p/x,
10018,lefty2,,,lefty2,
10019,vdr,,,vdr,
10020,aacuh,,,aacuh,
10021,alpha-adrenergic receptor,C0034784,alpha-adrenergic receptor,,
10022,card10,,,card10,
10023,angpt1,,,angpt1,
10024,znf365,,,znf365,
10025,psen2,,,psen2,
10026,il17rb,,,il17rb,
10027,spef2,,,spef2,
10028,cheg,,,cheg,
10029,11-beta-Hydroxysteroid Dehydrogenase Type 1,C0909868,11-beta-Hydroxysteroid Dehydrogenase Type 1,,
10030,il31,,,il31,
10031,notg,,,notg,
10032,cdk8,,,cdk8,
10033,mce,,,mce,
10034,soy,C2756587,soy,,
10035,ptprn2,,,ptprn2,
10036,bce_0542,,,bce_0542,
10037,ngr_a03840,,,ngr_a03840,
10038,cimg_05755,,,cimg_05755,
10039,tgfb1,,,tgfb1,
10040,nuo-12,,,nuo-12,
10041,cpur_05417,,,cpur_05417,
10042,gm23434,,,gm23434,
10043,mnl2,,,mnl2,
10044,MALAT1 wt Allele| MALAT1 gene,C2985256,MALAT1 wt Allele| MALAT1 gene,,
10045,lin37,,,lin37,
10046,tox,,,tox,
10047,gramd2b,,,gramd2b,
10048,ccl3l3,,,ccl3l3,
10049,ribosomal RNA methylase,C0140553,ribosomal RNA methylase,,
10050,slc22a18,,,slc22a18,
10051,meta,,,meta,
10052,mbti,,,mbti,
10053,tvg1381191,,,tvg1381191,
10054,pigz,,,pigz,
10055,slc46a1,,,slc46a1,
10056,yg5714_1736,,,yg5714_1736,
10057,mic10,,,mic10,
10058,at1g62630,,,at1g62630,
10059,znf107,,,znf107,
10060,ssb,,,ssb,
10061,trd_1889,,,trd_1889,
10062,msra,,,msra,
10063,dclre1c,,,dclre1c,
10064,tfcp2,,,tfcp2,
10065,apex2,,,apex2,
10066,prim2,,,prim2,
10067,celc,,,celc,
10068,npga,,,npga,
10069,ul80,,,ul80,
10070,tnks,,,tnks,
10071,acsl1,,,acsl1,
10072,plcd3,,,plcd3,
10073,at1g10490,,,at1g10490,
10074,Estrogenic,C0720298,Estrogenic,,
10075,mimi_l619,,,mimi_l619,
10076,vcx2,,,vcx2,
10077,folb,,,folb,
10078,y67d2.5,,,y67d2.5,
10079,erg,,,erg,
10080,piga,,,piga,
10081,kat2a,,,kat2a,
10082,lhx1,,,lhx1,
10083,ngrn,,,ngrn,
10084,gm11845,,,gm11845,
10085,azo2296,,,azo2296,
10086,octa-arginine peptide,C1568838,octa-arginine peptide,,
10087,dkfzp686b0215,,,dkfzp686b0215,
10088,cdk2,,,cdk2,
10089,ntpcr,,,ntpcr,
10090,adgre4p,,,adgre4p,
10091,dusp11,,,dusp11,
10092,polk,,,polk,
10093,I-kappa B Proteins| I kappa B beta protein,C0167954,I-kappa B Proteins| I kappa B beta protein,,
10094,ccdc91,,,ccdc91,
10095,nhp2l1,,,nhp2l1,
10096,cpg2,,,cpg2,
10097,msx2,,,msx2,
10098,Replication Protein A 70 kDa DNA-Binding Subunit| RPA1 gene,C3537332,Replication Protein A 70 kDa DNA-Binding Subunit| RPA1 gene,,
10099,tgm6,,,tgm6,
10100,rosers_0192,,,rosers_0192,
10101,n,,,n,
10102,hag1,,,hag1,
10103,il17f,,,il17f,
10104,gpi,,,gpi,
10105,Tumor Necrosis Factor Ligand Superfamily Member 6| FASLG gene| FASLG wt Allele,C0253023,Tumor Necrosis Factor Ligand Superfamily Member 6| FASLG gene| FASLG wt Allele,,
10106,map-2,,,map-2,
10107,ty1b-dr5,,,ty1b-dr5,
10108,ba_4060,,,ba_4060,
10109,wsd1,,,wsd1,
10110,rab9a,,,rab9a,
10111,pyc1,,,pyc1,
10112,alox12,,,alox12,
10113,lin-59,,,lin-59,
10114,rmnd1,,,rmnd1,
10115,beta-Tubulin,C0005290,beta-Tubulin,,
10116,rps27l,,,rps27l,
10117,scn5a,,,scn5a,
10118,cd59,,,cd59,
10119,h3c2,,,h3c2,
10120,arf3,,,arf3,
10121,ppp2r2c,,,ppp2r2c,
10122,M-200,C2987578,M-200,,
10123,acid345_2331,,,acid345_2331,
10124,"Potassium Channels, Sodium-Activated",C5197791,"Potassium Channels, Sodium-Activated",,
10125,cyp11a1,,,cyp11a1,
10126,gcdh,,,gcdh,
10127,ube2l6,,,ube2l6,
10128,cd9,,,cd9,
10129,zmpste24,,,zmpste24,
10130,aoc2,,,aoc2,
10131,prkag2,,,prkag2,
10132,gm26724,,,gm26724,
10133,mcp,,,mcp,
10134,tp53tg3f,,,tp53tg3f,
10135,trpm2,,,trpm2,
10136,lmnb1,,,lmnb1,
10137,mamstr,,,mamstr,
10138,itm2a,,,itm2a,
10139,rbm39,,,rbm39,
10140,tmem59l,,,tmem59l,
10141,dda1,,,dda1,
10142,ty1b-mr2,,,ty1b-mr2,
10143,lnac,,,lnac,
10144,tpcn2,,,tpcn2,
10145,top1a,,,top1a,
10146,dnm2,,,dnm2,
10147,atp8a2,,,atp8a2,
10148,lpr5,,,lpr5,
10149,ifnl1,,,ifnl1,
10150,tropa,,,tropa,
10151,niako_2766,,,niako_2766,
10152,krt31,,,krt31,
10153,clk3,,,clk3,
10154,hpgds,,,hpgds,
10155,cdk5r1,,,cdk5r1,
10156,thra,,,thra,
10157,cerr,,,cerr,
10158,rgl3,,,rgl3,
10159,fgfr3,,,fgfr3,
10160,krtap10-11,,,krtap10-11,
10161,abcb11,,,abcb11,
10162,defa3,,,defa3,
10163,agpat2,,,agpat2,
10164,hfe,,,hfe,
10165,ppa2,,,ppa2,
10166,Somatostatin Receptor,C0074830,Somatostatin Receptor,,
10167,metyrapone,C0025876,metyrapone,,
10168,sulf2,,,sulf2,
10169,his-32,,,his-32,
10170,rdh8,,,rdh8,
10171,rpl6b,,,rpl6b,
10172,wech,,,wech,
10173,csh2,,,csh2,
10174,etnk1,,,etnk1,
10175,Phycoerythrin,C0031789,Phycoerythrin,,
10176,rora,,,rora,
10177,Antigens,C0003320,Antigens,,
10178,mpal_2734,,,mpal_2734,
10179,ccdc18,,,ccdc18,
10180,rem1,,,rem1,
10181,or6b3,,,or6b3,
10182,mff,,,mff,
10183,cps_3426,,,cps_3426,
10184,stsu_20912,,,stsu_20912,
10185,mlbr01503.1,,,mlbr01503.1,
10186,arg2,,,arg2,
10187,fbf1,,,fbf1,
10188,fum7,,,fum7,
10189,sh3pxd2a,,,sh3pxd2a,
10190,p4htm,,,p4htm,
10191,katb,,,katb,
10192,fam161a,,,fam161a,
10193,mal-063,,,mal-063,
10194,hemmprin,,,hemmprin,
10195,aphb,,,aphb,
10196,Viral Core Proteins,C0042706,Viral Core Proteins,,
10197,ropn1l,,,ropn1l,
10198,pecr,,,pecr,
10199,at1,,,at1,
10200,nfatc2,,,nfatc2,
10201,arfip2,,,arfip2,
10202,stk11ip,,,stk11ip,
10203,ftsy,,,ftsy,
10204,mrps28,,,mrps28,
10205,il15ra,,,il15ra,
10206,igmt4,,,igmt4,
10207,hoxb1,,,hoxb1,
10208,Kynurenine,C0022818,Kynurenine,,
10209,shc3,,,shc3,
10210,mmab,,,mmab,
10211,cyp091,,,cyp091,
10212,nlrx1,,,nlrx1,
10213,pati,,,pati,
10214,gimap1,,,gimap1,
10215,hi_0396,,,hi_0396,
10216,prdm2,,,prdm2,
10217,int-tn,,,int-tn,
10218,mrpl36,,,mrpl36,
10219,himh,,,himh,
10220,ova3,,,ova3,
10221,atn1,,,atn1,
10222,mtif2,,,mtif2,
10223,ilf2,,,ilf2,
10224,"CSF1R gene| Macrophage Colony-Stimulating Factor 1 Receptor, human| CSF1R wt Allele",C4082532,"CSF1R gene| Macrophage Colony-Stimulating Factor 1 Receptor, human| CSF1R wt Allele",,
10225,sptan1,,,sptan1,
10226,taci,,,taci,
10227,ss1g_03359,,,ss1g_03359,
10228,gpd1,,,gpd1,
10229,raf Kinases,C1449849,raf Kinases,,
10230,"spike protein, SARS-CoV-2",C5391442,"spike protein, SARS-CoV-2",,
10231,pomc,,,pomc,
10232,btca,,,btca,
10233,hrankl 3,,,hrankl 3,
10234,tex2,,,tex2,
10235,etfdh,,,etfdh,
10236,ldlrad4,,,ldlrad4,
10237,ech1,,,ech1,
10238,"RHOA protein, human| RHOA gene| RHOA wt Allele",C0643681,"RHOA protein, human| RHOA gene| RHOA wt Allele",,
10239,hyfd,,,hyfd,
10240,H19 wt Allele| WT2 gene,C0694899,H19 wt Allele| WT2 gene,,
10241,pla2g10,,,pla2g10,
10242,ba_5440,,,ba_5440,
10243,gpsm3,,,gpsm3,
10244,benzoyl-Ile-Glu-Gly-Arg-p-nitroanilide,C0105674,benzoyl-Ile-Glu-Gly-Arg-p-nitroanilide,,
10245,rpgrip1l,,,rpgrip1l,
10246,PCYT1A wt Allele| CERNA3 gene| Cancer/Testis Antigen| TCP1 gene,C3540513,PCYT1A wt Allele| CERNA3 gene| Cancer/Testis Antigen| TCP1 gene,,
10247,jmjd-3.1,,,jmjd-3.1,
10248,chp1,,,chp1,
10249,slc25a25,,,slc25a25,
10250,ltp6,,,ltp6,
10251,myl1,,,myl1,
10252,grwd1,,,grwd1,
10253,entrep2,,,entrep2,
10254,his4:cg33879,,,his4:cg33879,
10255,celf2,,,celf2,
10256,ran-4,,,ran-4,
10257,slitrk6,,,slitrk6,
10258,ythdf1,,,ythdf1,
10259,vstm1,,,vstm1,
10260,znf92,,,znf92,
10261,atp1a2,,,atp1a2,
10262,plekho2,,,plekho2,
10263,efnb1,,,efnb1,
10264,ause,,,ause,
10265,pank2,,,pank2,
10266,rumal_0019,,,rumal_0019,
10267,myo31df,,,myo31df,
10268,htr7,,,htr7,
10269,hdac7,,,hdac7,
10270,pgap6,,,pgap6,
10271,dclre1b,,,dclre1b,
10272,tas2r39,,,tas2r39,
10273,hel-s-17,,,hel-s-17,
10274,kcnj3,,,kcnj3,
10275,aned,,,aned,
10276,Cistron,C0008844,Cistron,,
10277,pfkm,,,pfkm,
10278,ctp1,,,ctp1,
10279,rbbp9,,,rbbp9,
10280,dqx1,,,dqx1,
10281,cyren,,,cyren,
10282,cyr61,,,cyr61,
10283,xxylt1,,,xxylt1,
10284,gnpnat1,,,gnpnat1,
10285,lyza,,,lyza,
10286,tmca,,,tmca,
10287,fis1,,,fis1,
10288,trappc2l,,,trappc2l,
10289,his1:cg33846,,,his1:cg33846,
10290,TRPA1 Cation Channel,C4505180,TRPA1 Cation Channel,,
10291,tnf,,,tnf,
10292,xage1a,,,xage1a,
10293,sesn2,,,sesn2,
10294,rmi2,,,rmi2,
10295,ca14,,,ca14,
10296,dsc3,,,dsc3,
10297,ntmt1,,,ntmt1,
10298,ins-igf2,,,ins-igf2,
10299,rnr,,,rnr,
10300,slc16a8,,,slc16a8,
10301,guab,,,guab,
10302,hyou1,,,hyou1,
10303,lxn,,,lxn,
10304,skp1,,,skp1,
10305,afm,,,afm,
10306,gi,,,gi,
10307,hhoa,,,hhoa,
10308,nploc4,,,nploc4,
10309,pcsk4,,,pcsk4,
10310,ddah,,,ddah,
10311,mtnc,,,mtnc,
10312,gpr37,,,gpr37,
10313,marchf5,,,marchf5,
10314,ifih1,,,ifih1,
10315,arhgap26,,,arhgap26,
10316,elp1,,,elp1,
10317,bmal1,,,bmal1,
10318,"rac1 GTP-Binding Protein| RAC1 protein, human| RAC1 gene",C0139880,"rac1 GTP-Binding Protein| RAC1 protein, human| RAC1 gene",,
10319,adarb1,,,adarb1,
10320,cyp46a1,,,cyp46a1,
10321,tubb,,,tubb,
10322,ynl181w,,,ynl181w,
10323,fzd1,,,fzd1,
10324,sirh,,,sirh,
10325,dlte,,,dlte,
10326,spink13,,,spink13,
10327,sun5,,,sun5,
10328,ctse,,,ctse,
10329,cox19,,,cox19,
10330,tbx1,,,tbx1,
10331,mgat3,,,mgat3,
10332,trim25,,,trim25,
10333,trm4b,,,trm4b,
10334,"PPAR alpha| PPARA gene| Peroxisome Proliferator-Activated Receptor Alpha, human| PPARA wt Allele",C0166415,"PPAR alpha| PPARA gene| Peroxisome Proliferator-Activated Receptor Alpha, human| PPARA wt Allele",,
10335,boldenone,C0057296,boldenone,,
10336,sdnt,,,sdnt,
10337,synw1794,,,synw1794,
10338,sspc2,,,sspc2,
10339,fanci,,,fanci,
10340,josd1,,,josd1,
10341,dld,,,dld,
10342,vma21,,,vma21,
10343,desoxycorticosterone acetate,C0813203,desoxycorticosterone acetate,,
10344,sll1967,,,sll1967,
10345,rpl29,,,rpl29,
10346,slc2a14,,,slc2a14,
10347,hel-s-69,,,hel-s-69,
10348,cer1,,,cer1,
10349,tnlg8a,,,tnlg8a,
10350,pbb2,,,pbb2,
10351,rgs19,,,rgs19,
10352,bag3,,,bag3,
10353,gna12,,,gna12,
10354,dim1b,,,dim1b,
10355,tp53inp2,,,tp53inp2,
10356,ctt-v,,,ctt-v,
10357,cym1,,,cym1,
10358,rpl22l1,,,rpl22l1,
10359,tomm20,,,tomm20,
10360,dag1,,,dag1,
10361,"Receptor, Serotonin, 5-HT2C",C0528200,"Receptor, Serotonin, 5-HT2C",,
10362,bbgii,,,bbgii,
10363,cgb8,,,cgb8,
10364,pht3,,,pht3,
10365,ath1,,,ath1,
10366,pex26,,,pex26,
10367,mrps15,,,mrps15,
10368,hyal1,,,hyal1,
10369,gm19703,,,gm19703,
10370,taf5l,,,taf5l,
10371,ccn6,,,ccn6,
10372,niban1,,,niban1,
10373,SNORD50A gene| SNORD50A wt Allele| SNORD50B wt Allele,C1822955,SNORD50A gene| SNORD50A wt Allele| SNORD50B wt Allele,,
10374,snapc4,,,snapc4,
10375,srpk3,,,srpk3,
10376,prostanoid FP receptor,C0662784,prostanoid FP receptor,,
10377,"tachyplesin peptide, Tachypleus tridentatus",C0075767,"tachyplesin peptide, Tachypleus tridentatus",,
10378,psmb6,,,psmb6,
10379,acee,,,acee,
10380,tigit,,,tigit,
10381,fgf18,,,fgf18,
10382,cox4i1,,,cox4i1,
10383,Gal-VP16,C0118563,Gal-VP16,,
10384,rcan1,,,rcan1,
10385,gage12e,,,gage12e,
10386,mef2d,,,mef2d,
10387,b4galt1,,,b4galt1,
10388,hap,,,hap,
10389,kabc,,,kabc,
10390,Ribonucleoproteins,C0035544,Ribonucleoproteins,,
10391,sema4d,,,sema4d,
10392,hmsd,,,hmsd,
10393,bn863_22010,,,bn863_22010,
10394,spag6,,,spag6,
10395,sav2555,,,sav2555,
10396,ktns,,,ktns,
10397,tceal1,,,tceal1,
10398,"Heme Oxygenase (Decyclizing)| HMOX1 gene| HMOX1 wt Allele| HMOX1 protein, human",C0018969,"Heme Oxygenase (Decyclizing)| HMOX1 gene| HMOX1 wt Allele| HMOX1 protein, human",,
10399,pret-046,,,pret-046,
10400,galnt9,,,galnt9,
10401,alox5,,,alox5,
10402,gutq,,,gutq,
10403,pst_3563,,,pst_3563,
10404,enc,,,enc,
10405,56k.02,,,56k.02,
10406,rocd,,,rocd,
10407,ptger4,,,ptger4,
10408,tmp1,,,tmp1,
10409,lcmt2,,,lcmt2,
10410,p97 ATPase,C0912533,p97 ATPase,,
10411,fitm2,,,fitm2,
10412,pikaii,,,pikaii,
10413,gngt1,,,gngt1,
10414,atah,,,atah,
10415,ykt6,,,ykt6,
10416,ceac,,,ceac,
10417,AKB-6548,C4550047,AKB-6548,,
10418,mrps17,,,mrps17,
10419,golt1a,,,golt1a,
10420,prom2,,,prom2,
10421,maea,,,maea,
10422,spink1,,,spink1,
10423,hoc,,,hoc,
10424,abhd2a,,,abhd2a,
10425,Glucose Transporter,C0017742,Glucose Transporter,,
10426,hnmt,,,hnmt,
10427,pimreg,,,pimreg,
10428,il17rc,,,il17rc,
10429,ndufaf5,,,ndufaf5,
10430,tiparp,,,tiparp,
10431,ple6,,,ple6,
10432,pla1a,,,pla1a,
10433,shank1,,,shank1,
10434,deoxyhypusine,C0057439,deoxyhypusine,,
10435,cc1g_00083,,,cc1g_00083,
10436,fas2,,,fas2,
10437,adgrg5,,,adgrg5,
10438,ty1b-gr2,,,ty1b-gr2,
10439,magainins,,,magainins,
10440,cryab,,,cryab,
10441,tmem203,,,tmem203,
10442,or13a1,,,or13a1,
10443,tomm40,,,tomm40,
10444,krt37,,,krt37,
10445,yrbe,,,yrbe,
10446,leucine,C0023401,leucine,,
10447,blaa,,,blaa,
10448,lman1l,,,lman1l,
10449,sace_6314,,,sace_6314,
10450,fut1,,,fut1,
10451,,,,,54
10452,mast1,,,mast1,
10453,mt1770,,,mt1770,
10454,endou,,,endou,
10455,Deacetylase,C1333261,Deacetylase,,
10456,rkm3,,,rkm3,
10457,atp2b2 variant protein,,,atp2b2 variant protein,
10458,fibp,,,fibp,
10459,mta,,,mta,
10460,tbl2,,,tbl2,
10461,spata2,,,spata2,
10462,map4k2,,,map4k2,
10463,rv2750,,,rv2750,
10464,crmp1,,,crmp1,
10465,lrp1,,,lrp1,
10466,lysoz,,,lysoz,
10467,mast2,,,mast2,
10468,rhgc,,,rhgc,
10469,ywhaz,,,ywhaz,
10470,hla-g,,,hla-g,
10471,fcor,,,fcor,
10472,tmem165,,,tmem165,
10473,rps18,,,rps18,
10474,dkfzp313b1621,,,dkfzp313b1621,
10475,gna11,,,gna11,
10476,coq5,,,coq5,
10477,hh2b,,,hh2b,
10478,mst065,,,mst065,
10479,mtln,,,mtln,
10480,pkfkb,,,pkfkb,
10481,txndc15,,,txndc15,
10482,plxna1,,,plxna1,
10483,hsd17b10,,,hsd17b10,
10484,serotonin 5A receptor,C0291901,serotonin 5A receptor,,
10485,mtrnr2l13,,,mtrnr2l13,
10486,aglb2,,,aglb2,
10487,hel-s-69p,,,hel-s-69p,
10488,Remodels the Structure of Chromatin,C1335651,Remodels the Structure of Chromatin,,
10489,tns3,,,tns3,
10490,chgg_03156,,,chgg_03156,
10491,sln,,,sln,
10492,af_1519,,,af_1519,
10493,eqxc,,,eqxc,
10494,hel-s-22,,,hel-s-22,
10495,tmem98,,,tmem98,
10496,pded,,,pded,
10497,slc2a4,,,slc2a4,
10498,or7a5,,,or7a5,
10499,sasp-c5,,,sasp-c5,
10500,pcbd-1,,,pcbd-1,
10501,dfa1,,,dfa1,
10502,5ht1a,,,5ht1a,
10503,fry,,,fry,
10504,nr2c1,,,nr2c1,
10505,pax3,,,pax3,
10506,odam,,,odam,
10507,ca5b,,,ca5b,
10508,abca2,,,abca2,
10509,il22ra1,,,il22ra1,
10510,triaddraft_26635,,,triaddraft_26635,
10511,cpt1b,,,cpt1b,
10512,iach,,,iach,
10513,gm13192,,,gm13192,
10514,pmp2,,,pmp2,
10515,acot13,,,acot13,
10516,yhdf,,,yhdf,
10517,e2f6,,,e2f6,
10518,dual-specificity tyrosine-phosphorylation regulated kinase 2,C0754331,dual-specificity tyrosine-phosphorylation regulated kinase 2,,
10519,gmfg,,,gmfg,
10520,ube2t,,,ube2t,
10521,alt8,,,alt8,
10522,chy400_3417,,,chy400_3417,
10523,mobb,,,mobb,
10524,mgat2,,,mgat2,
10525,ABCG2 wt Allele| ABCG2 gene| BCRP1 gene| BANF1P1 gene,C1704927,ABCG2 wt Allele| ABCG2 gene| BCRP1 gene| BANF1P1 gene,,
10526,nutf2,,,nutf2,
10527,cd14,,,cd14,
10528,vdac3,,,vdac3,
10529,polr3e,,,polr3e,
10530,gpda,,,gpda,
10531,mt3507,,,mt3507,
10532,arfgef2,,,arfgef2,
10533,or13h1,,,or13h1,
10534,rv3031,,,rv3031,
10535,fib,,,fib,
10536,gm13631,,,gm13631,
10537,glma,,,glma,
10538,znf407,,,znf407,
10539,Nicotinic Receptors,C0034830,Nicotinic Receptors,,
10540,myod1,,,myod1,
10541,stx1a,,,stx1a,
10542,,,,,64006
10543,tp53bp1,,,tp53bp1,
10544,synthetic peptide,C0597551,synthetic peptide,,
10545,epha3,,,epha3,
10546,hmx1,,,hmx1,
10547,resistance genes,C2945710,resistance genes,,
10548,ttc23,,,ttc23,
10549,dnm1l,,,dnm1l,
10550,c42c1.13,,,c42c1.13,
10551,cops6,,,cops6,
10552,kmt5c,,,kmt5c,
10553,tars2,,,tars2,
10554,rxfp4,,,rxfp4,
10555,acot8,,,acot8,
10556,galactoside 3-fucosyltransferase,C0284162,galactoside 3-fucosyltransferase,,
10557,tfg,,,tfg,
10558,T-Cell Receptor gamma-Chain| TRG gene,C0524892,T-Cell Receptor gamma-Chain| TRG gene,,
